"TOA5","DroughtNet","CR1000","68414","CR1000.Std.27.04","CPU:DryNet20151110.CR1","60679","SoilProfile"
"2018-04-01 14:15:00",21801,0.209,0.059,0.073,23.15,21.37,21.72
"2018-04-01 14:30:00",21802,0.226,0.059,0.073,23.22,21.42,21.73
"2018-04-01 14:45:00",21803,0.225,0.059,0.073,23.28,21.47,21.74
"2018-04-01 15:00:00",21804,0.191,0.085,0.073,23.32,21.51,21.74
"2018-04-01 15:15:00",21805,0.19,0.085,0.073,23.36,21.56,21.75
"2018-04-01 15:30:00",21806,0.172,0.099,0.073,23.38,21.6,21.75
"2018-04-01 15:45:00",21807,0.132,0.113,0.073,23.39,21.65,21.77
"2018-04-01 16:00:00",21808,0.172,0.112,0.073,23.38,21.68,21.78
"2018-04-01 16:15:00",21809,0.09,0.071,0.073,23.36,21.73,21.79
"2018-04-01 16:30:00",21810,0.089,0.097,0.073,23.33,21.77,21.8
"2018-04-01 16:45:00",21811,0.05,0.071,0.073,23.31,21.8,21.82
"2018-04-01 17:00:00",21812,0.13,0.113,0.073,23.27,21.84,21.84
"2018-04-01 17:15:00",21813,0.049,0.096,0.073,23.24,21.87,21.85
"2018-04-01 17:30:00",21814,0.049,0.083,0.073,23.19,21.9,21.86
"2018-04-01 17:45:00",21815,0.09,0.057,0.073,23.13,21.94,21.88
"2018-04-01 18:00:00",21816,0.148,0.083,0.073,23.06,21.97,21.91
"2018-04-01 18:15:00",21817,0.105,0.07,0.073,22.97,22,21.93
"2018-04-01 18:30:00",21818,0.09,0.057,0.073,22.84,22.02,21.95
"2018-04-01 18:45:00",21819,0.049,0.057,0.073,22.71,22.04,21.97
"2018-04-01 19:00:00",21820,0.089,0.07,0.073,22.58,22.06,21.99
"2018-04-01 19:15:00",21821,0.049,0.07,0.073,22.46,22.08,22.01
"2018-04-01 19:30:00",21822,0.089,0.057,0.073,22.35,22.09,22.04
"2018-04-01 19:45:00",21823,0.049,0.057,0.073,22.26,22.09,22.05
"2018-04-01 20:00:00",21824,0.089,0.057,0.073,22.18,22.09,22.07
"2018-04-01 20:15:00",21825,0.048,0.057,0.073,22.11,22.09,22.09
"2018-04-01 20:30:00",21826,0.049,0.057,0.073,22.05,22.09,22.11
"2018-04-01 20:45:00",21827,0.049,0.057,0.073,21.99,22.09,22.13
"2018-04-01 21:00:00",21828,0.089,0.057,0.073,21.91,22.08,22.15
"2018-04-01 21:15:00",21829,0.049,0.057,0.073,21.83,22.07,22.16
"2018-04-01 21:30:00",21830,0.048,0.057,0.073,21.75,22.06,22.18
"2018-04-01 21:45:00",21831,0.048,0.057,0.073,21.67,22.05,22.19
"2018-04-01 22:00:00",21832,0.048,0.057,0.073,21.6,22.03,22.2
"2018-04-01 22:15:00",21833,0.048,0.057,0.073,21.52,22.02,22.21
"2018-04-01 22:30:00",21834,0.048,0.058,0.073,21.45,22,22.22
"2018-04-01 22:45:00",21835,0.048,0.057,0.073,21.38,21.99,22.23
"2018-04-01 23:00:00",21836,0.048,0.058,0.073,21.31,21.97,22.24
"2018-04-01 23:15:00",21837,0.048,0.058,0.073,21.23,21.95,22.24
"2018-04-01 23:30:00",21838,0.048,0.057,0.073,21.16,21.93,22.25
"2018-04-01 23:45:00",21839,0.048,0.058,0.073,21.09,21.91,22.26
"2018-04-02 00:00:00",21840,0.048,0.058,0.073,21.04,21.88,22.26
"2018-04-02 00:15:00",21841,0.048,0.058,0.073,20.99,21.86,22.26
"2018-04-02 00:30:00",21842,0.048,0.058,0.073,20.95,21.84,22.27
"2018-04-02 00:45:00",21843,0.048,0.058,0.073,20.92,21.81,22.27
"2018-04-02 01:00:00",21844,0.048,0.058,0.073,20.89,21.79,22.27
"2018-04-02 01:15:00",21845,0.048,0.058,0.073,20.86,21.77,22.28
"2018-04-02 01:30:00",21846,0.048,0.058,0.073,20.81,21.74,22.28
"2018-04-02 01:45:00",21847,0.048,0.058,0.073,20.76,21.72,22.27
"2018-04-02 02:00:00",21848,0.048,0.058,0.073,20.71,21.7,22.27
"2018-04-02 02:15:00",21849,0.048,0.058,0.073,20.67,21.68,22.28
"2018-04-02 02:30:00",21850,0.048,0.058,0.073,20.64,21.65,22.27
"2018-04-02 02:45:00",21851,0.048,0.058,0.073,20.6,21.64,22.27
"2018-04-02 03:00:00",21852,0.048,0.058,0.073,20.54,21.61,22.27
"2018-04-02 03:15:00",21853,0.048,0.058,0.073,20.48,21.59,22.26
"2018-04-02 03:30:00",21854,0.048,0.058,0.073,20.42,21.56,22.25
"2018-04-02 03:45:00",21855,0.048,0.058,0.073,20.37,21.55,22.25
"2018-04-02 04:00:00",21856,0.048,0.058,0.073,20.32,21.52,22.25
"2018-04-02 04:15:00",21857,0.048,0.058,0.073,20.29,21.5,22.25
"2018-04-02 04:30:00",21858,0.048,0.058,0.073,20.24,21.48,22.24
"2018-04-02 04:45:00",21859,0.048,0.058,0.073,20.2,21.45,22.23
"2018-04-02 05:00:00",21860,0.048,0.058,0.073,20.15,21.43,22.23
"2018-04-02 05:15:00",21861,0.048,0.058,0.073,20.11,21.41,22.22
"2018-04-02 05:30:00",21862,0.048,0.058,0.073,20.06,21.39,22.22
"2018-04-02 05:45:00",21863,0.048,0.058,0.073,20.02,21.37,22.22
"2018-04-02 06:00:00",21864,0.048,0.058,0.073,19.97,21.35,22.22
"2018-04-02 06:15:00",21865,0.048,0.058,0.073,19.93,21.32,22.21
"2018-04-02 06:30:00",21866,0.048,0.058,0.073,19.88,21.29,22.19
"2018-04-02 06:45:00",21867,0.048,0.058,0.073,19.87,21.27,22.19
"2018-04-02 07:00:00",21868,0.048,0.058,0.073,19.88,21.24,22.19
"2018-04-02 07:15:00",21869,0.048,0.058,0.073,19.91,21.22,22.17
"2018-04-02 07:30:00",21870,0.048,0.058,0.073,19.97,21.2,22.16
"2018-04-02 07:45:00",21871,0.048,0.058,0.073,20.03,21.17,22.14
"2018-04-02 08:00:00",21872,0.048,0.058,0.073,20.1,21.14,22.13
"2018-04-02 08:15:00",21873,0.048,0.058,0.073,20.17,21.13,22.12
"2018-04-02 08:30:00",21874,0.048,0.058,0.073,20.24,21.11,22.11
"2018-04-02 08:45:00",21875,0.048,0.058,0.073,20.32,21.1,22.1
"2018-04-02 09:00:00",21876,0.048,0.058,0.073,20.4,21.09,22.09
"2018-04-02 09:15:00",21877,0.048,0.058,0.073,20.49,21.08,22.07
"2018-04-02 09:30:00",21878,0.048,0.058,0.073,20.62,21.07,22.06
"2018-04-02 09:45:00",21879,0.048,0.058,0.073,20.74,21.07,22.05
"2018-04-02 10:00:00",21880,0.048,0.058,0.073,20.82,21.07,22.03
"2018-04-02 10:15:00",21881,0.048,0.058,0.073,20.91,21.07,22.01
"2018-04-02 10:30:00",21882,0.048,0.058,0.073,20.99,21.07,22
"2018-04-02 10:45:00",21883,0.049,0.058,0.073,21.06,21.08,21.98
"2018-04-02 11:00:00",21884,0.087,0.085,0.073,21.23,21.09,21.97
"2018-04-02 11:15:00",21885,0.048,0.057,0.073,21.43,21.11,21.96
"2018-04-02 11:30:00",21886,0.048,0.085,0.073,21.62,21.12,21.95
"2018-04-02 11:45:00",21887,0.047,0.085,0.072,21.77,21.13,21.93
"2018-04-02 12:00:00",21888,0.047,0.084,0.073,21.9,21.15,21.92
"2018-04-02 12:15:00",21889,0.047,0.057,0.072,22.02,21.18,21.92
"2018-04-02 12:30:00",21890,0.047,0.07,0.072,22.12,21.2,21.91
"2018-04-02 12:45:00",21891,0.047,0.057,0.072,22.19,21.24,21.9
"2018-04-02 13:00:00",21892,0.047,0.057,0.072,22.29,21.27,21.89
"2018-04-02 13:15:00",21893,0.048,0.111,0.072,22.46,21.3,21.88
"2018-04-02 13:30:00",21894,0.047,0.056,0.072,22.6,21.34,21.88
"2018-04-02 13:45:00",21895,0.047,0.096,0.072,22.67,21.36,21.87
"2018-04-02 14:00:00",21896,0.047,0.056,0.072,22.71,21.4,21.86
"2018-04-02 14:15:00",21897,0.047,0.096,0.072,22.8,21.44,21.86
"2018-04-02 14:30:00",21898,0.046,0.111,0.072,22.91,21.48,21.86
"2018-04-02 14:45:00",21899,0.046,0.153,0.072,22.93,21.51,21.86
"2018-04-02 15:00:00",21900,0.046,0.11,0.072,22.93,21.55,21.86
"2018-04-02 15:15:00",21901,0.046,0.083,0.072,22.94,21.59,21.87
"2018-04-02 15:30:00",21902,0.046,0.082,0.072,22.98,21.62,21.87
"2018-04-02 15:45:00",21903,0.046,0.082,0.072,23.02,21.66,21.88
"2018-04-02 16:00:00",21904,0.046,0.055,0.072,23.04,21.69,21.88
"2018-04-02 16:15:00",21905,0.046,0.055,0.071,23.06,21.72,21.89
"2018-04-02 16:30:00",21906,0.046,0.055,0.072,23.07,21.75,21.89
"2018-04-02 16:45:00",21907,0.046,0.055,0.072,23.06,21.79,21.9
"2018-04-02 17:00:00",21908,0.046,0.067,0.072,22.97,21.82,21.91
"2018-04-02 17:15:00",21909,0.046,0.055,0.072,22.88,21.86,21.93
"2018-04-02 17:30:00",21910,0.046,0.055,0.072,22.79,21.89,21.94
"2018-04-02 17:45:00",21911,0.046,0.055,0.071,22.7,21.91,21.95
"2018-04-02 18:00:00",21912,0.046,0.055,0.072,22.62,21.94,21.97
"2018-04-02 18:15:00",21913,0.046,0.055,0.072,22.54,21.96,21.99
"2018-04-02 18:30:00",21914,0.046,0.055,0.072,22.47,21.97,22.01
"2018-04-02 18:45:00",21915,0.046,0.055,0.072,22.4,21.99,22.02
"2018-04-02 19:00:00",21916,0.047,0.055,0.072,22.35,22,22.03
"2018-04-02 19:15:00",21917,0.046,0.055,0.072,22.27,22,22.04
"2018-04-02 19:30:00",21918,0.046,0.055,0.072,22.2,22,22.06
"2018-04-02 19:45:00",21919,0.046,0.055,0.072,22.14,22.01,22.07
"2018-04-02 20:00:00",21920,0.046,0.055,0.072,22.08,22.01,22.08
"2018-04-02 20:15:00",21921,0.046,0.055,0.072,22.04,22.01,22.1
"2018-04-02 20:30:00",21922,0.046,0.055,0.072,22,22.01,22.11
"2018-04-02 20:45:00",21923,0.046,0.055,0.072,21.96,22,22.13
"2018-04-02 21:00:00",21924,0.046,0.055,0.072,21.94,22,22.13
"2018-04-02 21:15:00",21925,0.046,0.055,0.072,21.92,21.99,22.14
"2018-04-02 21:30:00",21926,0.046,0.055,0.072,21.91,21.99,22.15
"2018-04-02 21:45:00",21927,0.046,0.055,0.072,21.91,21.99,22.16
"2018-04-02 22:00:00",21928,0.046,0.055,0.072,21.88,21.98,22.17
"2018-04-02 22:15:00",21929,0.046,0.055,0.072,21.84,21.97,22.18
"2018-04-02 22:30:00",21930,0.046,0.055,0.072,21.81,21.96,22.18
"2018-04-02 22:45:00",21931,0.046,0.055,0.072,21.77,21.95,22.19
"2018-04-02 23:00:00",21932,0.046,0.055,0.072,21.75,21.95,22.2
"2018-04-02 23:15:00",21933,0.046,0.056,0.072,21.73,21.95,22.2
"2018-04-02 23:30:00",21934,0.046,0.056,0.072,21.7,21.94,22.21
"2018-04-02 23:45:00",21935,0.046,0.056,0.072,21.67,21.93,22.22
"2018-04-03 00:00:00",21936,0.046,0.055,0.072,21.64,21.92,22.22
"2018-04-03 00:15:00",21937,0.046,0.056,0.072,21.61,21.92,22.22
"2018-04-03 00:30:00",21938,0.046,0.056,0.072,21.57,21.91,22.23
"2018-04-03 00:45:00",21939,0.046,0.056,0.072,21.54,21.9,22.23
"2018-04-03 01:00:00",21940,0.046,0.056,0.072,21.51,21.9,22.24
"2018-04-03 01:15:00",21941,0.046,0.056,0.072,21.47,21.88,22.23
"2018-04-03 01:30:00",21942,0.046,0.056,0.072,21.46,21.87,22.24
"2018-04-03 01:45:00",21943,0.046,0.056,0.072,21.43,21.86,22.24
"2018-04-03 02:00:00",21944,0.046,0.056,0.072,21.41,21.85,22.24
"2018-04-03 02:15:00",21945,0.046,0.056,0.072,21.39,21.84,22.24
"2018-04-03 02:30:00",21946,0.046,0.056,0.072,21.36,21.83,22.24
"2018-04-03 02:45:00",21947,0.046,0.056,0.072,21.33,21.82,22.24
"2018-04-03 03:00:00",21948,0.046,0.056,0.072,21.31,21.81,22.24
"2018-04-03 03:15:00",21949,0.046,0.056,0.072,21.29,21.8,22.24
"2018-04-03 03:30:00",21950,0.046,0.056,0.072,21.27,21.79,22.24
"2018-04-03 03:45:00",21951,0.046,0.056,0.072,21.27,21.78,22.23
"2018-04-03 04:00:00",21952,0.046,0.056,0.072,21.25,21.77,22.24
"2018-04-03 04:15:00",21953,0.046,0.056,0.072,21.23,21.76,22.24
"2018-04-03 04:30:00",21954,0.046,0.056,0.072,21.22,21.75,22.23
"2018-04-03 04:45:00",21955,0.046,0.056,0.072,21.21,21.73,22.23
"2018-04-03 05:00:00",21956,0.046,0.056,0.072,21.2,21.73,22.23
"2018-04-03 05:15:00",21957,0.046,0.056,0.072,21.2,21.72,22.23
"2018-04-03 05:30:00",21958,0.046,0.056,0.072,21.19,21.71,22.22
"2018-04-03 05:45:00",21959,0.046,0.056,0.072,21.19,21.7,22.22
"2018-04-03 06:00:00",21960,0.046,0.056,0.072,21.2,21.69,22.21
"2018-04-03 06:15:00",21961,0.046,0.056,0.072,21.19,21.68,22.21
"2018-04-03 06:30:00",21962,0.046,0.056,0.072,21.18,21.67,22.21
"2018-04-03 06:45:00",21963,0.046,0.056,0.072,21.17,21.66,22.2
"2018-04-03 07:00:00",21964,0.046,0.056,0.072,21.14,21.65,22.2
"2018-04-03 07:15:00",21965,0.046,0.056,0.072,21.11,21.65,22.2
"2018-04-03 07:30:00",21966,0.046,0.056,0.072,21.09,21.63,22.19
"2018-04-03 07:45:00",21967,0.046,0.056,0.072,21.07,21.63,22.19
"2018-04-03 08:00:00",21968,0.046,0.056,0.072,21.05,21.62,22.19
"2018-04-03 08:15:00",21969,0.046,0.056,0.072,21.04,21.61,22.18
"2018-04-03 08:30:00",21970,0.046,0.056,0.072,21.03,21.6,22.18
"2018-04-03 08:45:00",21971,0.046,0.056,0.072,21.04,21.59,22.18
"2018-04-03 09:00:00",21972,0.046,0.056,0.072,21.07,21.59,22.17
"2018-04-03 09:15:00",21973,0.046,0.056,0.072,21.12,21.58,22.17
"2018-04-03 09:30:00",21974,0.046,0.056,0.072,21.18,21.57,22.17
"2018-04-03 09:45:00",21975,0.046,0.056,0.072,21.24,21.56,22.16
"2018-04-03 10:00:00",21976,0.046,0.056,0.072,21.29,21.56,22.15
"2018-04-03 10:15:00",21977,0.046,0.056,0.072,21.34,21.55,22.14
"2018-04-03 10:30:00",21978,0.046,0.055,0.072,21.4,21.55,22.13
"2018-04-03 10:45:00",21979,0.046,0.055,0.072,21.45,21.54,22.12
"2018-04-03 11:00:00",21980,0.046,0.055,0.072,21.48,21.55,22.11
"2018-04-03 11:15:00",21981,0.046,0.055,0.072,21.46,21.55,22.11
"2018-04-03 11:30:00",21982,0.046,0.055,0.072,21.46,21.55,22.1
"2018-04-03 11:45:00",21983,0.046,0.055,0.071,21.46,21.56,22.1
"2018-04-03 12:00:00",21984,0.046,0.055,0.071,21.44,21.56,22.1
"2018-04-03 12:15:00",21985,0.046,0.055,0.071,21.44,21.57,22.09
"2018-04-03 12:30:00",21986,0.046,0.055,0.071,21.45,21.57,22.09
"2018-04-03 12:45:00",21987,0.046,0.055,0.071,21.46,21.57,22.09
"2018-04-03 13:00:00",21988,0.046,0.055,0.071,21.49,21.57,22.09
"2018-04-03 13:15:00",21989,0.046,0.055,0.071,21.53,21.58,22.08
"2018-04-03 13:30:00",21990,0.046,0.055,0.071,21.57,21.58,22.08
"2018-04-03 13:45:00",21991,0.045,0.055,0.071,21.61,21.59,22.07
"2018-04-03 14:00:00",21992,0.046,0.055,0.071,21.63,21.59,22.08
"2018-04-03 14:15:00",21993,0.045,0.055,0.071,21.67,21.59,22.07
"2018-04-03 14:30:00",21994,0.045,0.055,0.071,21.7,21.6,22.07
"2018-04-03 14:45:00",21995,0.045,0.055,0.071,21.74,21.61,22.07
"2018-04-03 15:00:00",21996,0.045,0.055,0.071,21.78,21.62,22.07
"2018-04-03 15:15:00",21997,0.045,0.055,0.071,21.82,21.62,22.07
"2018-04-03 15:30:00",21998,0.045,0.055,0.071,21.85,21.64,22.07
"2018-04-03 15:45:00",21999,0.045,0.055,0.071,21.89,21.65,22.07
"2018-04-03 16:00:00",22000,0.045,0.055,0.071,21.91,21.66,22.07
"2018-04-03 16:15:00",22001,0.044,0.055,0.071,21.95,21.66,22.06
"2018-04-03 16:30:00",22002,0.044,0.054,0.071,21.96,21.66,22.06
"2018-04-03 16:45:00",22003,0.044,0.054,0.071,21.95,21.67,22.06
"2018-04-03 17:00:00",22004,0.045,0.054,0.071,21.91,21.69,22.06
