"TOA5","DroughtNet","CR1000","68414","CR1000.Std.27.04","CPU:DryNet20151110.CR1","60679","soilM"
"TIMESTAMP","RECORD","BattV_Avg","VW_Avg(1)","VW_Avg(2)","VW_Avg(3)","VW_Avg(4)","VW_Avg(5)","VW_Avg(6)","VW_Avg(7)","VW_Avg(8)","VW_Avg(9)","VW_Avg(10)","VW_Avg(11)","VW_Avg(12)","VW_Avg(13)","VW_Avg(14)","VW_Avg(15)","VW_Avg(16)"
"2018-03-31 08:45:00",21683,14.01,0.061,0.078,0.085,"NAN",0.05,0.032,0.08,0.06,0.285,0.03,0.06,0.056,"NAN","NAN",0.144,0.441
"2018-03-31 09:00:00",21684,13.89,0.061,0.078,0.085,"NAN",0.05,0.032,0.08,0.06,0.235,0.03,0.06,0.056,"NAN","NAN",0.239,0.28
"2018-03-31 09:15:00",21685,13.82,0.061,0.078,0.085,"NAN",0.05,0.032,0.08,0.06,0.385,0.03,0.06,0.056,"NAN","NAN",0.171,"NAN"
"2018-03-31 09:30:00",21686,13.81,0.061,0.078,0.085,"NAN",0.05,0.032,0.08,0.061,0.252,0.03,0.06,0.056,"NAN","NAN",0.192,"NAN"
"2018-03-31 09:45:00",21687,13.74,0.061,0.078,0.085,"NAN",0.05,0.032,0.08,0.061,0.304,0.03,0.06,0.056,"NAN","NAN",0.171,0.388
"2018-03-31 10:00:00",21688,13.78,0.06,0.077,0.085,"NAN",0.05,0.032,0.08,0.061,0.402,0.03,0.06,0.056,"NAN","NAN",0.191,0.493
"2018-03-31 10:15:00",21689,13.76,0.061,0.077,0.085,"NAN",0.05,0.032,0.08,0.06,0.402,0.03,0.06,0.056,"NAN","NAN",0.143,"NAN"
"2018-03-31 10:30:00",21690,13.75,0.06,0.077,0.085,"NAN",0.05,0.032,0.08,0.06,0.402,0.03,0.074,0.056,"NAN","NAN",0.077,0.572
"2018-03-31 10:45:00",21691,13.72,0.06,0.077,0.085,"NAN",0.05,0.032,0.08,0.06,0.402,0.03,0.099,0.055,"NAN","NAN",0.143,"NAN"
"2018-03-31 11:00:00",21692,13.74,0.06,0.077,0.085,"NAN",0.05,0.032,0.08,0.06,0.402,0.03,0.099,0.055,"NAN","NAN",0.141,"NAN"
"2018-03-31 11:15:00",21693,13.74,0.06,0.077,0.085,"NAN",0.05,0.032,0.08,0.061,0.402,0.03,0.099,0.055,"NAN","NAN",0.075,"NAN"
"2018-03-31 11:30:00",21694,13.73,0.06,0.077,0.085,"NAN",0.05,0.032,0.08,0.061,0.402,0.03,0.099,0.055,"NAN","NAN",0.075,0.516
"2018-03-31 11:45:00",21695,13.73,0.06,0.077,0.085,"NAN",0.049,0.032,0.08,0.061,0.423,0.03,0.099,0.055,"NAN","NAN",0.075,"NAN"
"2018-03-31 12:00:00",21696,13.74,0.06,0.077,0.085,"NAN",0.049,0.032,0.08,0.061,0.384,0.03,0.086,0.055,"NAN","NAN",0.074,"NAN"
"2018-03-31 12:15:00",21697,13.72,0.06,0.077,0.085,"NAN",0.049,0.032,0.08,0.06,0.382,0.03,0.06,0.055,"NAN","NAN",0.141,"NAN"
"2018-03-31 12:30:00",21698,13.73,0.059,0.077,0.085,"NAN",0.049,0.031,0.08,0.06,0.403,0.03,0.073,0.055,"NAN","NAN",0.074,"NAN"
"2018-03-31 12:45:00",21699,13.71,0.059,0.077,0.085,"NAN",0.049,0.032,0.079,0.06,"NAN",0.029,0.144,0.098,"NAN","NAN",0.074,"NAN"
"2018-03-31 13:00:00",21700,13.72,0.059,0.077,0.085,"NAN",0.049,0.032,0.079,0.06,"NAN",0.029,0.086,0.055,"NAN","NAN",0.074,"NAN"
"2018-03-31 13:15:00",21701,13.69,0.059,0.076,0.084,"NAN",0.049,0.042,0.079,0.06,"NAN",0.029,0.113,0.055,"NAN","NAN",0.074,"NAN"
"2018-03-31 13:30:00",21702,13.7,0.059,0.076,0.084,"NAN",0.049,0.042,0.079,0.06,"NAN",0.029,"NAN",0.098,"NAN","NAN",0.074,"NAN"
"2018-03-31 13:45:00",21703,13.71,0.059,0.076,0.084,"NAN",0.049,0.031,0.079,0.06,0.424,0.03,"NAN",0.097,"NAN","NAN",0.12,"NAN"
"2018-03-31 14:00:00",21704,13.74,0.059,0.076,0.084,"NAN",0.049,0.031,0.079,0.059,0.512,0.029,0.141,0.054,"NAN","NAN",0.073,"NAN"
"2018-03-31 14:15:00",21705,13.77,0.059,0.076,0.084,"NAN",0.049,0.031,0.079,0.059,0.534,0.029,0.141,0.096,"NAN","NAN",0.073,"NAN"
"2018-03-31 14:30:00",21706,13.71,0.058,0.076,0.084,"NAN",0.049,0.032,0.079,0.059,0.534,0.029,0.141,0.053,"NAN","NAN",0.073,"NAN"
"2018-03-31 14:45:00",21707,13.72,0.058,0.076,0.084,"NAN",0.049,0.078,0.079,0.059,0.511,0.029,0.126,0.054,"NAN","NAN",0.073,"NAN"
"2018-03-31 15:00:00",21708,13.71,0.058,0.076,0.084,"NAN",0.048,0.031,0.079,0.059,0.465,0.03,0.111,0.054,"NAN","NAN",0.072,"NAN"
"2018-03-31 15:15:00",21709,13.73,0.058,0.076,0.084,"NAN",0.048,0.053,0.079,0.059,0.488,0.03,0.126,0.054,"NAN","NAN",0.072,"NAN"
"2018-03-31 15:30:00",21710,13.72,0.058,0.076,0.084,"NAN",0.048,0.042,0.079,0.059,0.465,0.03,0.112,0.054,"NAN","NAN",0.072,"NAN"
"2018-03-31 15:45:00",21711,13.72,0.058,0.075,0.084,"NAN",0.048,0.031,0.078,0.059,0.488,0.03,0.14,0.053,"NAN","NAN",0.072,"NAN"
"2018-03-31 16:00:00",21712,13.64,0.058,0.075,0.084,"NAN",0.048,0.031,0.078,0.058,0.488,0.029,0.098,0.054,"NAN","NAN",0.072,"NAN"
"2018-03-31 16:15:00",21713,13.7,0.058,0.075,0.084,"NAN",0.048,0.031,0.078,0.058,0.488,0.029,0.059,0.054,"NAN","NAN",0.072,"NAN"
"2018-03-31 16:30:00",21714,13.72,0.058,0.075,0.083,"NAN",0.048,0.031,0.078,0.058,0.487,0.029,0.071,0.054,"NAN","NAN",0.072,"NAN"
"2018-03-31 16:45:00",21715,13.71,0.058,0.075,0.083,"NAN",0.048,0.031,0.078,0.058,0.465,0.03,0.058,0.054,"NAN","NAN",0.072,"NAN"
"2018-03-31 17:00:00",21716,13.71,0.058,0.075,0.083,"NAN",0.048,0.042,0.078,0.057,0.464,0.029,0.071,0.054,"NAN","NAN",0.072,"NAN"
"2018-03-31 17:15:00",21717,13.76,0.058,0.075,0.083,"NAN",0.048,0.031,0.078,0.057,0.341,0.029,0.071,0.054,"NAN","NAN",0.072,"NAN"
"2018-03-31 17:30:00",21718,13.89,0.058,0.075,0.084,"NAN",0.048,0.031,0.078,0.057,0.466,0.029,0.058,0.054,"NAN","NAN",0.072,"NAN"
"2018-03-31 17:45:00",21719,13.8,0.058,0.075,0.084,"NAN",0.048,0.031,0.078,0.057,0.382,0.029,0.058,0.054,"NAN","NAN",0.072,"NAN"
"2018-03-31 18:00:00",21720,13.29,0.058,0.074,0.083,"NAN",0.048,0.042,0.078,0.058,0.486,0.029,0.058,0.054,"NAN","NAN",0.071,"NAN"
"2018-03-31 18:15:00",21721,12.73,0.058,0.075,0.084,"NAN",0.048,0.076,0.078,0.057,0.321,0.029,0.058,0.054,"NAN","NAN",0.071,"NAN"
"2018-03-31 18:30:00",21722,12.63,0.058,0.074,0.084,"NAN",0.048,0.088,0.078,0.057,0.423,0.029,0.058,0.054,"NAN","NAN",0.071,"NAN"
"2018-03-31 18:45:00",21723,12.63,0.058,0.074,0.084,"NAN",0.048,0.1,0.078,0.057,0.265,0.029,0.058,0.054,"NAN","NAN",0.071,"NAN"
"2018-03-31 19:00:00",21724,12.62,0.058,0.074,0.084,"NAN",0.048,0.075,0.078,0.057,0.305,0.029,0.058,0.054,"NAN","NAN",0.071,"NAN"
"2018-03-31 19:15:00",21725,12.61,0.058,0.074,0.084,"NAN",0.048,0.063,0.078,0.057,0.283,0.029,0.058,0.054,"NAN","NAN",0.138,"NAN"
"2018-03-31 19:30:00",21726,12.6,0.058,0.074,0.084,"NAN",0.048,0.063,0.078,0.057,0.265,0.029,0.058,0.054,"NAN","NAN",0.204,"NAN"
"2018-03-31 19:45:00",21727,12.59,0.058,0.074,0.084,"NAN",0.048,0.063,0.078,0.057,0.23,0.028,0.058,0.053,"NAN","NAN",0.27,"NAN"
"2018-03-31 20:00:00",21728,12.59,0.058,0.075,0.084,"NAN",0.048,0.042,0.078,0.058,0.215,0.028,0.058,0.053,"NAN","NAN",0.136,0.505
"2018-03-31 20:15:00",21729,12.58,0.058,0.075,0.084,"NAN",0.048,0.031,0.078,0.058,0.214,0.028,0.058,0.054,"NAN","NAN",0.071,0.323
"2018-03-31 20:30:00",21730,12.57,0.058,0.075,0.083,"NAN",0.047,0.031,0.078,0.058,0.288,0.029,0.058,0.054,"NAN","NAN",0.071,"NAN"
"2018-03-31 20:45:00",21731,12.56,0.058,0.074,0.084,"NAN",0.047,0.042,0.077,0.058,0.302,0.029,0.058,0.053,"NAN","NAN",0.071,"NAN"
"2018-03-31 21:00:00",21732,12.55,0.058,0.074,0.084,"NAN",0.047,0.063,0.078,0.058,0.283,0.029,0.058,0.053,"NAN","NAN",0.072,"NAN"
"2018-03-31 21:15:00",21733,12.53,0.058,0.074,0.084,"NAN",0.047,0.052,0.078,0.058,0.302,0.029,0.058,0.053,"NAN","NAN",0.136,"NAN"
"2018-03-31 21:30:00",21734,12.52,0.058,0.074,0.084,"NAN",0.047,0.042,0.078,0.058,0.304,0.028,0.058,0.053,"NAN","NAN",0.139,"NAN"
"2018-03-31 21:45:00",21735,12.51,0.058,0.074,0.083,"NAN",0.048,0.052,0.078,0.058,0.248,0.028,0.058,0.053,"NAN","NAN",0.204,"NAN"
"2018-03-31 22:00:00",21736,12.5,0.058,0.074,0.084,"NAN",0.048,0.063,0.078,0.058,0.285,0.029,0.058,0.053,"NAN","NAN",0.203,"NAN"
"2018-03-31 22:15:00",21737,12.49,0.058,0.074,0.083,"NAN",0.047,0.063,0.078,0.058,0.382,0.029,0.058,0.053,"NAN","NAN",0.071,"NAN"
"2018-03-31 22:30:00",21738,12.47,0.058,0.074,0.083,"NAN",0.047,0.042,0.078,0.058,0.403,0.029,0.058,0.054,"NAN","NAN",0.118,"NAN"
"2018-03-31 22:45:00",21739,12.46,0.058,0.074,0.083,"NAN",0.047,0.031,0.078,0.058,0.421,0.029,0.058,0.054,"NAN","NAN",0.138,"NAN"
"2018-03-31 23:00:00",21740,12.45,0.058,0.074,0.083,"NAN",0.047,0.031,0.078,0.058,0.423,0.029,0.058,0.053,"NAN","NAN",0.25,0.303
"2018-03-31 23:15:00",21741,12.44,0.058,0.074,0.083,"NAN",0.047,0.063,0.078,0.058,0.443,0.029,0.058,0.053,"NAN","NAN",0.205,"NAN"
"2018-03-31 23:30:00",21742,12.43,0.058,0.074,0.083,"NAN",0.047,0.052,0.078,0.058,0.421,0.029,0.058,0.053,0.241,"NAN",0.203,"NAN"
"2018-03-31 23:45:00",21743,12.41,0.058,0.074,0.083,"NAN",0.047,0.031,0.078,0.058,0.42,0.029,0.058,0.053,0.188,"NAN",0.138,"NAN"
"2018-04-01 00:00:00",21744,12.41,0.058,0.074,0.083,"NAN",0.047,0.063,0.078,0.058,0.268,0.028,0.058,0.053,0.174,"NAN",0.212,"NAN"
"2018-04-01 00:15:00",21745,12.41,0.058,0.074,0.083,"NAN",0.047,0.042,0.078,0.058,0.421,0.029,0.058,0.053,0.205,"NAN",0.202,"NAN"
"2018-04-01 00:30:00",21746,12.4,0.058,0.074,0.083,"NAN",0.047,0.042,0.078,0.058,0.379,0.029,0.058,0.053,0.187,"NAN",0.138,"NAN"
"2018-04-01 00:45:00",21747,12.39,0.058,0.074,0.083,"NAN",0.047,0.042,0.078,0.058,0.305,0.028,0.058,0.053,0.171,"NAN",0.137,"NAN"
"2018-04-01 01:00:00",21748,12.39,0.058,0.074,0.083,"NAN",0.047,0.031,0.078,0.058,0.323,0.029,0.058,0.053,0.155,"NAN",0.269,"NAN"
"2018-04-01 01:15:00",21749,12.39,0.058,0.074,0.083,"NAN",0.047,0.031,0.078,0.058,0.361,0.029,0.058,0.053,0.139,"NAN",0.25,"NAN"
"2018-04-01 01:30:00",21750,12.39,0.058,0.074,0.083,"NAN",0.047,0.052,0.078,0.058,0.284,0.028,0.058,0.053,0.139,"NAN",0.269,"NAN"
"2018-04-01 01:45:00",21751,12.42,0.058,0.074,0.083,"NAN",0.047,0.052,0.078,0.058,0.271,0.028,0.058,0.053,0.156,"NAN",0.268,0.216
"2018-04-01 02:00:00",21752,12.5,0.058,0.074,0.083,"NAN",0.047,0.031,0.078,0.058,0.399,0.029,0.058,0.053,0.188,"NAN",0.137,"NAN"
"2018-04-01 02:15:00",21753,12.5,0.058,0.074,0.083,"NAN",0.047,0.031,0.078,0.058,0.398,0.029,0.058,0.053,0.188,"NAN",0.203,"NAN"
"2018-04-01 02:30:00",21754,12.5,0.058,0.074,0.083,"NAN",0.047,0.031,0.078,0.058,0.215,0.028,0.058,0.053,0.156,"NAN",0.204,"NAN"
"2018-04-01 02:45:00",21755,12.49,0.058,0.074,0.083,"NAN",0.047,0.031,0.077,0.058,0.399,0.029,0.058,0.053,0.187,"NAN",0.27,"NAN"
"2018-04-01 03:00:00",21756,12.49,0.058,0.074,0.083,"NAN",0.047,0.031,0.077,0.058,0.319,0.029,0.058,0.053,0.139,"NAN",0.269,"NAN"
"2018-04-01 03:15:00",21757,12.48,0.058,0.075,0.083,"NAN",0.047,0.031,0.077,0.058,0.265,0.028,0.058,0.053,0.139,"NAN",0.231,"NAN"
"2018-04-01 03:30:00",21758,12.48,0.058,0.075,0.083,"NAN",0.047,0.031,0.077,0.058,0.214,0.028,0.058,0.053,0.139,"NAN",0.25,"NAN"
"2018-04-01 03:45:00",21759,12.47,0.058,0.075,0.083,"NAN",0.047,0.031,0.077,0.058,0.266,0.028,0.058,0.053,0.155,"NAN",0.25,"NAN"
"2018-04-01 04:00:00",21760,12.47,0.058,0.075,0.083,"NAN",0.047,0.031,0.077,0.058,0.23,0.028,0.058,0.053,0.139,"NAN",0.212,"NAN"
"2018-04-01 04:15:00",21761,12.46,0.058,0.074,0.083,"NAN",0.047,0.031,0.077,0.058,0.23,0.028,0.058,0.053,0.139,"NAN",0.25,"NAN"
"2018-04-01 04:30:00",21762,12.46,0.058,0.074,0.083,"NAN",0.047,0.042,0.077,0.058,0.231,0.028,0.058,0.053,0.155,"NAN",0.231,"NAN"
"2018-04-01 04:45:00",21763,12.46,0.058,0.075,0.083,"NAN",0.047,0.031,0.077,0.058,0.231,0.028,0.058,0.053,0.171,"NAN",0.137,0.217
"2018-04-01 05:00:00",21764,12.46,0.058,0.074,0.083,"NAN",0.047,0.031,0.078,0.058,0.328,0.028,0.058,0.053,0.171,"NAN",0.136,"NAN"
"2018-04-01 05:15:00",21765,12.46,0.058,0.075,0.083,"NAN",0.047,0.031,0.078,0.058,0.286,0.028,0.058,0.053,0.171,"NAN",0.138,"NAN"
"2018-04-01 05:30:00",21766,12.45,0.058,0.075,0.083,"NAN",0.047,0.042,0.078,0.058,0.231,0.028,0.058,0.053,0.139,"NAN",0.212,0.43
"2018-04-01 05:45:00",21767,12.45,0.058,0.075,0.083,"NAN",0.047,0.031,0.077,0.058,0.229,0.028,0.058,0.053,0.139,"NAN",0.25,"NAN"
"2018-04-01 06:00:00",21768,12.45,0.058,0.075,0.083,"NAN",0.047,0.031,0.078,0.058,0.18,0.028,0.058,0.053,0.139,"NAN",0.233,"NAN"
"2018-04-01 06:15:00",21769,12.45,0.058,0.075,0.083,"NAN",0.047,0.053,0.077,0.058,0.164,0.028,0.058,0.054,0.139,"NAN",0.251,0.222
"2018-04-01 06:30:00",21770,12.51,0.058,0.075,0.083,"NAN",0.047,0.031,0.078,0.058,0.247,0.028,0.058,0.053,0.139,"NAN",0.269,0.164
"2018-04-01 06:45:00",21771,12.92,0.058,0.075,0.083,"NAN",0.047,0.031,0.078,0.058,0.265,0.028,0.058,0.053,0.139,"NAN",0.269,"NAN"
"2018-04-01 07:00:00",21772,13.35,0.058,0.075,0.083,"NAN",0.047,0.031,0.078,0.058,0.38,0.029,0.059,0.053,0.187,"NAN",0.138,"NAN"
"2018-04-01 07:15:00",21773,13.8,0.058,0.075,0.083,"NAN",0.047,0.098,0.078,0.058,0.444,0.028,0.059,0.053,0.144,"NAN",0.167,"NAN"
"2018-04-01 07:30:00",21774,14.11,0.058,0.075,0.083,"NAN",0.047,0.031,0.078,0.058,0.302,0.028,0.058,0.053,"NAN","NAN",0.136,0.216
"2018-04-01 07:45:00",21775,14.13,0.058,0.075,0.083,"NAN",0.047,0.031,0.078,0.058,0.4,0.029,0.058,0.054,"NAN","NAN",0.071,0.325
"2018-04-01 08:00:00",21776,14.24,0.058,0.075,0.083,"NAN",0.048,0.031,0.078,0.058,0.401,0.029,0.059,0.053,"NAN","NAN",0.072,"NAN"
"2018-04-01 08:15:00",21777,14.3,0.058,0.075,0.083,"NAN",0.047,0.031,0.078,0.059,0.371,0.028,0.058,0.053,"NAN","NAN",0.118,0.216
"2018-04-01 08:30:00",21778,14.43,0.058,0.075,0.083,"NAN",0.047,0.031,0.078,0.059,0.464,0.029,0.058,0.053,"NAN","NAN",0.071,0.217
"2018-04-01 08:45:00",21779,14.45,0.058,0.075,0.083,"NAN",0.047,0.031,0.078,0.058,0.464,0.029,0.059,0.054,"NAN","NAN",0.071,0.278
"2018-04-01 09:00:00",21780,14.36,0.058,0.076,0.083,"NAN",0.047,0.031,0.078,0.059,0.422,0.029,0.058,0.054,"NAN","NAN",0.071,0.216
"2018-04-01 09:15:00",21781,14.23,0.058,0.075,0.083,"NAN",0.048,0.032,0.078,0.059,0.381,0.028,0.058,0.054,"NAN","NAN",0.071,"NAN"
"2018-04-01 09:30:00",21782,13.93,0.058,0.075,0.083,"NAN",0.048,0.067,0.078,0.059,0.177,0.028,0.059,0.054,"NAN","NAN",0.071,"NAN"
"2018-04-01 09:45:00",21783,13.85,0.058,0.075,0.084,"NAN",0.047,0.103,0.078,0.059,"NAN",0.029,0.059,0.053,"NAN","NAN",0.071,"NAN"
"2018-04-01 10:00:00",21784,13.79,0.058,0.075,0.083,"NAN",0.048,0.031,0.078,0.059,"NAN",0.028,0.058,0.053,"NAN","NAN",0.071,0.182
"2018-04-01 10:15:00",21785,13.76,0.058,0.076,0.083,"NAN",0.047,0.054,0.078,0.059,0.486,0.029,0.071,0.053,"NAN","NAN",0.101,"NAN"
"2018-04-01 10:30:00",21786,13.74,0.058,0.075,0.083,"NAN",0.047,"NAN",0.078,0.058,0.401,0.029,0.058,0.053,"NAN","NAN",0.137,0.235
"2018-04-01 10:45:00",21787,13.74,0.058,0.075,0.083,"NAN",0.047,"NAN",0.078,0.058,"NAN",0.029,0.058,0.053,"NAN","NAN",0.071,"NAN"
"2018-04-01 11:00:00",21788,13.75,0.057,0.075,0.083,"NAN",0.047,"NAN",0.078,0.058,"NAN",0.029,0.112,0.053,"NAN","NAN",0.07,"NAN"
"2018-04-01 11:15:00",21789,13.71,0.057,0.075,0.083,"NAN",0.047,0.087,0.078,0.058,0.423,0.029,0.112,0.053,"NAN","NAN",0.07,"NAN"
"2018-04-01 11:30:00",21790,13.72,0.057,0.075,0.083,"NAN",0.047,0.088,0.078,0.058,0.463,0.029,0.125,0.053,"NAN","NAN",0.07,"NAN"
"2018-04-01 11:45:00",21791,13.7,0.057,0.075,0.083,"NAN",0.047,0.087,0.078,0.058,"NAN",0.029,0.112,0.053,"NAN","NAN",0.07,0.252
"2018-04-01 12:00:00",21792,13.71,0.057,0.075,0.083,"NAN",0.047,0.054,0.078,0.058,"NAN",0.029,0.125,0.053,"NAN","NAN",0.07,0.214
"2018-04-01 12:15:00",21793,13.68,0.056,0.074,0.083,"NAN",0.047,0.172,0.077,0.057,"NAN",0.029,0.171,0.052,"NAN","NAN",0.069,"NAN"
"2018-04-01 12:30:00",21794,13.7,0.056,0.074,0.083,"NAN",0.047,0.075,0.077,0.057,"NAN",0.029,0.186,0.052,"NAN","NAN",0.069,"NAN"
"2018-04-01 12:45:00",21795,13.71,0.056,0.074,0.083,"NAN",0.047,0.065,0.077,0.057,"NAN",0.029,0.095,0.052,"NAN","NAN",0.069,0.197
"2018-04-01 13:00:00",21796,13.71,0.056,0.074,0.082,"NAN",0.047,0.098,0.077,0.057,"NAN",0.029,0.14,0.052,"NAN","NAN",0.068,"NAN"
"2018-04-01 13:15:00",21797,13.72,0.056,0.073,0.082,"NAN",0.047,0.167,0.077,0.057,"NAN",0.029,0.094,0.052,"NAN","NAN",0.068,"NAN"
"2018-04-01 13:30:00",21798,13.67,0.055,0.073,0.082,"NAN",0.047,0.287,0.077,0.057,"NAN",0.029,0.056,0.052,"NAN","NAN",0.068,"NAN"
"2018-04-01 13:45:00",21799,13.68,0.055,0.074,0.082,"NAN",0.047,0.268,0.077,0.056,"NAN",0.029,0.068,0.052,"NAN","NAN",0.067,0.195
"2018-04-01 14:00:00",21800,13.67,0.055,0.073,0.082,"NAN",0.047,0.233,0.077,0.056,"NAN",0.029,0.081,0.052,"NAN","NAN",0.067,0.16
"2018-04-01 14:15:00",21801,13.69,0.054,0.072,0.082,"NAN",0.047,0.216,0.077,0.056,"NAN",0.029,0.055,0.051,"NAN","NAN",0.067,0.16
"2018-04-01 14:30:00",21802,13.66,0.054,0.072,0.081,"NAN",0.046,0.232,0.076,0.056,"NAN",0.029,0.055,0.051,"NAN","NAN",0.067,"NAN"
"2018-04-01 14:45:00",21803,13.68,0.054,0.072,0.081,"NAN",0.046,0.232,0.076,0.055,"NAN",0.029,0.055,0.051,"NAN","NAN",0.066,"NAN"
"2018-04-01 15:00:00",21804,13.64,0.054,0.071,0.081,"NAN",0.046,0.202,0.076,0.055,"NAN",0.028,0.055,0.051,"NAN","NAN",0.066,"NAN"
"2018-04-01 15:15:00",21805,13.68,0.054,0.071,0.081,"NAN",0.046,0.232,0.076,0.055,0.462,0.029,0.055,0.05,"NAN","NAN",0.066,"NAN"
"2018-04-01 15:30:00",21806,13.67,0.054,0.07,0.081,"NAN",0.046,0.216,0.076,0.055,0.462,0.028,0.055,0.05,"NAN","NAN",0.066,"NAN"
"2018-04-01 15:45:00",21807,13.67,0.053,0.07,0.081,"NAN",0.046,0.183,0.075,0.055,0.44,0.028,0.08,0.05,"NAN","NAN",0.066,"NAN"
"2018-04-01 16:00:00",21808,13.67,0.053,0.07,0.081,"NAN",0.046,0.2,0.075,0.055,0.421,0.028,0.08,0.05,0.186,"NAN",0.065,"NAN"
"2018-04-01 16:15:00",21809,13.67,0.053,0.07,0.081,"NAN",0.046,0.2,0.075,0.055,0.44,0.028,0.067,0.05,0.186,"NAN",0.065,"NAN"
"2018-04-01 16:30:00",21810,13.68,0.053,0.07,0.081,"NAN",0.045,0.184,0.075,0.054,0.357,0.028,0.08,0.05,0.186,"NAN",0.065,"NAN"
"2018-04-01 16:45:00",21811,13.71,0.053,0.07,0.081,"NAN",0.045,0.251,0.075,0.054,0.357,0.028,0.08,0.05,0.186,"NAN",0.123,"NAN"
"2018-04-01 17:00:00",21812,13.72,0.053,0.07,0.081,"NAN",0.045,0.185,0.075,0.054,0.378,0.028,0.067,0.05,0.186,"NAN",0.065,0.327
"2018-04-01 17:15:00",21813,13.85,0.053,0.07,0.081,"NAN",0.045,0.351,0.075,0.054,0.441,0.028,0.055,0.05,0.139,"NAN",0.094,"NAN"
"2018-04-01 17:30:00",21814,13.81,0.053,0.07,0.081,"NAN",0.045,0.183,0.075,0.054,0.357,0.028,0.055,0.05,0.154,"NAN",0.065,"NAN"
"2018-04-01 17:45:00",21815,13.53,0.053,0.07,0.081,"NAN",0.045,0.183,0.075,0.054,0.4,0.028,0.054,0.049,"NAN","NAN",0.14,0.244
"2018-04-01 18:00:00",21816,13.1,0.053,0.07,0.081,"NAN",0.046,0.392,0.075,0.054,0.342,0.028,0.067,0.05,"NAN","NAN",0.157,"NAN"
"2018-04-01 18:15:00",21817,12.71,0.053,0.07,0.081,"NAN",0.045,0.139,0.075,0.054,"NAN",0.028,0.097,0.05,"NAN","NAN",0.108,0.246
"2018-04-01 18:30:00",21818,12.67,0.053,0.07,0.081,"NAN",0.045,"NAN",0.075,0.054,"NAN",0.028,0.14,0.05,"NAN","NAN",0.079,0.246
"2018-04-01 18:45:00",21819,12.66,0.053,0.07,0.081,"NAN",0.045,0.555,0.075,0.054,"NAN",0.028,0.067,0.05,0.141,"NAN",0.139,0.227
