"TOA5","DroughtNet","CR1000","73052","CR1000.Std.28.02","CPU:DryNet20151110.CR1","60679","PAR"
"TIMESTAMP","RECORD","PAR_Den_1_Avg","PAR_Den_2_Avg"
"2018-04-30 16:00:00",968,480.6,509.3
"2018-04-30 16:15:00",969,379.3,226.3
"2018-04-30 16:30:00",970,294.2,124.6
"2018-04-30 16:45:00",971,206.7,96
"2018-04-30 17:00:00",972,123.5,101.2
"2018-04-30 17:15:00",973,49.27,32.57
"2018-04-30 17:30:00",974,12.91,9.51
"2018-04-30 17:45:00",975,1.423,1.039
"2018-04-30 18:00:00",976,0.047,0.033
"2018-04-30 18:15:00",977,0.004,0.002
"2018-04-30 18:30:00",978,0.002,0
"2018-04-30 18:45:00",979,0.002,0.001
"2018-04-30 19:00:00",980,0.001,0.001
"2018-04-30 19:15:00",981,0.002,0.001
"2018-04-30 19:30:00",982,0.001,0.001
"2018-04-30 19:45:00",983,0.001,0.001
"2018-04-30 20:00:00",984,0.001,0.002
"2018-04-30 20:15:00",985,0.002,0.001
"2018-04-30 20:30:00",986,0.002,0
"2018-04-30 20:45:00",987,0.002,0.001
"2018-04-30 21:00:00",988,0.002,0.003
"2018-04-30 21:15:00",989,0.003,0.004
"2018-04-30 21:30:00",990,0.003,0.005
"2018-04-30 21:45:00",991,0.003,0.002
"2018-04-30 22:00:00",992,0.003,0.002
"2018-04-30 22:15:00",993,0.003,0.002
"2018-04-30 22:30:00",994,0.004,0.002
"2018-04-30 22:45:00",995,0.004,0.003
"2018-04-30 23:00:00",996,0.004,0.003
"2018-04-30 23:15:00",997,0.004,0.003
"2018-04-30 23:30:00",998,0.004,0.003
"2018-04-30 23:45:00",999,0.004,0.003
"2018-05-01 00:00:00",1000,0.004,0.003
"2018-05-01 00:15:00",1001,0.004,0.004
"2018-05-01 00:30:00",1002,0.005,0.003
"2018-05-01 00:45:00",1003,0.005,0.003
"2018-05-01 01:00:00",1004,0.005,0.003
"2018-05-01 01:15:00",1005,0.005,0.003
"2018-05-01 01:30:00",1006,0.005,0.003
"2018-05-01 01:45:00",1007,0.005,0.003
"2018-05-01 02:00:00",1008,0.005,0.004
"2018-05-01 02:15:00",1009,0.005,0.005
"2018-05-01 02:30:00",1010,0.004,0.005
"2018-05-01 02:45:00",1011,0.004,0.005
"2018-05-01 03:00:00",1012,0.003,0.004
"2018-05-01 03:15:00",1013,0.003,0.004
"2018-05-01 03:30:00",1014,0.003,0.003
"2018-05-01 03:45:00",1015,0.003,0.003
"2018-05-01 04:00:00",1016,0.003,0.003
"2018-05-01 04:15:00",1017,0.003,0.003
"2018-05-01 04:30:00",1018,0.003,0.002
"2018-05-01 04:45:00",1019,0.003,0.002
"2018-05-01 05:00:00",1020,0.003,0.002
"2018-05-01 05:15:00",1021,0.002,0.002
"2018-05-01 05:30:00",1022,0.002,0.001
"2018-05-01 05:45:00",1023,0.002,0
"2018-05-01 06:00:00",1024,0.004,0.003
"2018-05-01 06:15:00",1025,0.089,0.064
"2018-05-01 06:30:00",1026,2.519,1.808
"2018-05-01 06:45:00",1027,18.91,13.32
"2018-05-01 07:00:00",1028,55.88,39.33
"2018-05-01 07:15:00",1029,152.2,122.2
"2018-05-01 07:30:00",1030,289.8,245.1
"2018-05-01 07:45:00",1031,409.3,346.4
"2018-05-01 08:00:00",1032,514,434
"2018-05-01 08:15:00",1033,606.2,516.9
"2018-05-01 08:30:00",1034,691.5,610.4
"2018-05-01 08:45:00",1035,777.1,658.1
"2018-05-01 09:00:00",1036,857,178.8
"2018-05-01 09:15:00",1037,926,206
"2018-05-01 09:30:00",1038,989,721.8
"2018-05-01 09:45:00",1039,1050,1120
"2018-05-01 10:00:00",1040,1118,371.2
"2018-05-01 10:15:00",1041,1181,755.1
"2018-05-01 10:30:00",1042,1235,1336
"2018-05-01 10:45:00",1043,1278,1373
"2018-05-01 11:00:00",1044,1313,1436
"2018-05-01 11:15:00",1045,1340,1508
"2018-05-01 11:30:00",1046,1361,1593
"2018-05-01 11:45:00",1047,1372,1244
"2018-05-01 12:00:00",1048,1378,790.9
"2018-05-01 12:15:00",1049,1379,604.7
"2018-05-01 12:30:00",1050,1368,620.3
"2018-05-01 12:45:00",1051,1351,667.5
"2018-05-01 13:00:00",1052,1326,729.8
"2018-05-01 13:15:00",1053,1298,705.2
"2018-05-01 13:30:00",1054,1260,1046
"2018-05-01 13:45:00",1055,1210,942
"2018-05-01 14:00:00",1056,1155,608.6
"2018-05-01 14:15:00",1057,1093,466.9
"2018-05-01 14:30:00",1058,1026,460.4
"2018-05-01 14:45:00",1059,952,652.1
"2018-05-01 15:00:00",1060,872,371.4
"2018-05-01 15:15:00",1061,787.5,259.9
"2018-05-01 15:30:00",1062,698.6,374.4
"2018-05-01 15:45:00",1063,603.5,671.2
"2018-05-01 16:00:00",1064,505,541.9
"2018-05-01 16:15:00",1065,405.2,205.7
"2018-05-01 16:30:00",1066,306.5,119.8
"2018-05-01 16:45:00",1067,211.9,93.6
"2018-05-01 17:00:00",1068,102.3,90.2
"2018-05-01 17:15:00",1069,29.73,21.59
"2018-05-01 17:30:00",1070,8.38,6.074
"2018-05-01 17:45:00",1071,0.801,0.572
"2018-05-01 18:00:00",1072,0.024,0.016
"2018-05-01 18:15:00",1073,0.002,0.001
"2018-05-01 18:30:00",1074,0.002,0
"2018-05-01 18:45:00",1075,0.001,0
"2018-05-01 19:00:00",1076,0.002,0.001
"2018-05-01 19:15:00",1077,0.002,0.001
"2018-05-01 19:30:00",1078,0.002,0
"2018-05-01 19:45:00",1079,0.002,0
"2018-05-01 20:00:00",1080,0.002,0.001
"2018-05-01 20:15:00",1081,0.002,0.001
"2018-05-01 20:30:00",1082,0.002,0.002
"2018-05-01 20:45:00",1083,0.002,0.002
"2018-05-01 21:00:00",1084,0.002,0.001
"2018-05-01 21:15:00",1085,0.001,0.002
"2018-05-01 21:30:00",1086,0.001,0.001
"2018-05-01 21:45:00",1087,0.002,0.002
"2018-05-01 22:00:00",1088,0.003,0.003
"2018-05-01 22:15:00",1089,0.002,0.002
"2018-05-01 22:30:00",1090,0.003,0.003
"2018-05-01 22:45:00",1091,0.003,0.001
"2018-05-01 23:00:00",1092,0.003,0.002
"2018-05-01 23:15:00",1093,0.002,0.002
"2018-05-01 23:30:00",1094,0.002,0.002
"2018-05-01 23:45:00",1095,0.003,0.003
"2018-05-02 00:00:00",1096,0.002,0.002
"2018-05-02 00:15:00",1097,0.002,0.002
"2018-05-02 00:30:00",1098,0.003,0.003
"2018-05-02 00:45:00",1099,0.002,0.002
"2018-05-02 01:00:00",1100,0.003,0.003
"2018-05-02 01:15:00",1101,0.004,0.003
"2018-05-02 01:30:00",1102,0.004,0.003
"2018-05-02 01:45:00",1103,0.004,0.003
"2018-05-02 02:00:00",1104,0.003,0.002
"2018-05-02 02:15:00",1105,0.003,0.002
"2018-05-02 02:30:00",1106,0.003,0.002
"2018-05-02 02:45:00",1107,0.004,0.002
"2018-05-02 03:00:00",1108,0.004,0.002
"2018-05-02 03:15:00",1109,0.003,0.002
"2018-05-02 03:30:00",1110,0.003,0.002
"2018-05-02 03:45:00",1111,0.003,0.002
"2018-05-02 04:00:00",1112,0.003,0.003
"2018-05-02 04:15:00",1113,0.003,0.003
"2018-05-02 04:30:00",1114,0.003,0.002
"2018-05-02 04:45:00",1115,0.002,0.002
"2018-05-02 05:00:00",1116,0.003,0.002
"2018-05-02 05:15:00",1117,0.003,0.002
"2018-05-02 05:30:00",1118,0.003,0.002
"2018-05-02 05:45:00",1119,0.003,0.002
"2018-05-02 06:00:00",1120,0.004,0.002
"2018-05-02 06:15:00",1121,0.041,0.033
"2018-05-02 06:30:00",1122,1.162,0.912
"2018-05-02 06:45:00",1123,9.57,7.346
"2018-05-02 07:00:00",1124,39.99,29.88
"2018-05-02 07:15:00",1125,114.3,100.2
"2018-05-02 07:30:00",1126,116.4,93.3
"2018-05-02 07:45:00",1127,261.8,219.7
"2018-05-02 08:00:00",1128,308.3,249.4
"2018-05-02 08:15:00",1129,270.2,215.1
"2018-05-02 08:30:00",1130,306.2,238.6
"2018-05-02 08:45:00",1131,519.2,416.6
"2018-05-02 09:00:00",1132,576.2,351.2
"2018-05-02 09:15:00",1133,513.6,359.1
"2018-05-02 09:30:00",1134,477.7,360.7
"2018-05-02 09:45:00",1135,438.8,346.3
"2018-05-02 10:00:00",1136,418.8,326.3
"2018-05-02 10:15:00",1137,501.8,393.8
"2018-05-02 10:30:00",1138,628.9,501.3
"2018-05-02 10:45:00",1139,550,428.9
"2018-05-02 11:00:00",1140,850,715.2
"2018-05-02 11:15:00",1141,1195,1157
"2018-05-02 11:30:00",1142,1146,1160
"2018-05-02 11:45:00",1143,1304,949
"2018-05-02 12:00:00",1144,721.8,529.3
"2018-05-02 12:15:00",1145,754,564.7
"2018-05-02 12:30:00",1146,846,614.9
"2018-05-02 12:45:00",1147,511.4,400.4
"2018-05-02 13:00:00",1148,444.8,343.1
"2018-05-02 13:15:00",1149,540.3,421.5
"2018-05-02 13:30:00",1150,474.5,374.1
"2018-05-02 13:45:00",1151,536.2,417.2
"2018-05-02 14:00:00",1152,527.6,410.3
"2018-05-02 14:15:00",1153,506.4,386.2
"2018-05-02 14:30:00",1154,406.7,315.9
"2018-05-02 14:45:00",1155,504.9,389.2
"2018-05-02 15:00:00",1156,538.6,391.9
"2018-05-02 15:15:00",1157,313.7,243
"2018-05-02 15:30:00",1158,398.3,296.6
"2018-05-02 15:45:00",1159,436.9,378.5
"2018-05-02 16:00:00",1160,282.2,227.9
"2018-05-02 16:15:00",1161,263.1,180
"2018-05-02 16:30:00",1162,209.9,141.7
"2018-05-02 16:45:00",1163,244.4,143.8
"2018-05-02 17:00:00",1164,141.1,115.5
"2018-05-02 17:15:00",1165,45.88,31.92
"2018-05-02 17:30:00",1166,10.19,7.372
"2018-05-02 17:45:00",1167,0.924,0.65
"2018-05-02 18:00:00",1168,0.028,0.02
"2018-05-02 18:15:00",1169,0.002,0.001
"2018-05-02 18:30:00",1170,0.001,0
"2018-05-02 18:45:00",1171,0,0.001
"2018-05-02 19:00:00",1172,0,0
"2018-05-02 19:15:00",1173,0.001,0
"2018-05-02 19:30:00",1174,0.001,0
"2018-05-02 19:45:00",1175,0.001,0.001
"2018-05-02 20:00:00",1176,0,0.001
"2018-05-02 20:15:00",1177,0,0.001
"2018-05-02 20:30:00",1178,0.001,0.001
"2018-05-02 20:45:00",1179,0.001,0.001
"2018-05-02 21:00:00",1180,0.002,0
"2018-05-02 21:15:00",1181,0.002,0
"2018-05-02 21:30:00",1182,0.002,0.001
"2018-05-02 21:45:00",1183,0.002,0.001
"2018-05-02 22:00:00",1184,0.002,0.001
"2018-05-02 22:15:00",1185,0.002,0.001
"2018-05-02 22:30:00",1186,0.002,0.002
"2018-05-02 22:45:00",1187,0.003,0.002
"2018-05-02 23:00:00",1188,0.003,0.002
"2018-05-02 23:15:00",1189,0.003,0.002
"2018-05-02 23:30:00",1190,0.003,0.002
"2018-05-02 23:45:00",1191,0.003,0.001
"2018-05-03 00:00:00",1192,0.003,0.001
"2018-05-03 00:15:00",1193,0.002,0.002
"2018-05-03 00:30:00",1194,0.002,0.002
"2018-05-03 00:45:00",1195,0.003,0.002
"2018-05-03 01:00:00",1196,0.002,0.002
"2018-05-03 01:15:00",1197,0.002,0.003
"2018-05-03 01:30:00",1198,0.003,0.002
"2018-05-03 01:45:00",1199,0.003,0.002
"2018-05-03 02:00:00",1200,0.003,0.002
"2018-05-03 02:15:00",1201,0.003,0.002
"2018-05-03 02:30:00",1202,0.003,0.002
"2018-05-03 02:45:00",1203,0.003,0.002
"2018-05-03 03:00:00",1204,0.003,0.002
"2018-05-03 03:15:00",1205,0.003,0.002
"2018-05-03 03:30:00",1206,0.003,0.002
"2018-05-03 03:45:00",1207,0.003,0.002
"2018-05-03 04:00:00",1208,0.003,0.002
"2018-05-03 04:15:00",1209,0.003,0.002
"2018-05-03 04:30:00",1210,0.003,0.002
"2018-05-03 04:45:00",1211,0.002,0.002
"2018-05-03 05:00:00",1212,0.002,0.002
"2018-05-03 05:15:00",1213,0.002,0.002
"2018-05-03 05:30:00",1214,0.002,0.002
"2018-05-03 05:45:00",1215,0.002,0.002
"2018-05-03 06:00:00",1216,0.003,0.003
"2018-05-03 06:15:00",1217,0.057,0.042
"2018-05-03 06:30:00",1218,1.685,1.212
"2018-05-03 06:45:00",1219,14.26,10.1
"2018-05-03 07:00:00",1220,49.44,34.86
"2018-05-03 07:15:00",1221,121.4,91.8
"2018-05-03 07:30:00",1222,227.1,184.3
"2018-05-03 07:45:00",1223,275.7,208
"2018-05-03 08:00:00",1224,362.7,274.4
"2018-05-03 08:15:00",1225,368.2,264.4
"2018-05-03 08:30:00",1226,426.5,302.7
"2018-05-03 08:45:00",1227,636,477.2
"2018-05-03 09:00:00",1228,715.3,298.7
"2018-05-03 09:15:00",1229,874,300.2
"2018-05-03 09:30:00",1230,974,969
"2018-05-03 09:45:00",1231,1039,1074
"2018-05-03 10:00:00",1232,1086,550.6
"2018-05-03 10:15:00",1233,1139,547.4
"2018-05-03 10:30:00",1234,1201,1283
"2018-05-03 10:45:00",1235,1234,1317
"2018-05-03 11:00:00",1236,1284,1407
"2018-05-03 11:15:00",1237,1308,1491
"2018-05-03 11:30:00",1238,1329,1365
"2018-05-03 11:45:00",1239,1350,799.8
"2018-05-03 12:00:00",1240,1356,617.8
"2018-05-03 12:15:00",1241,1232,615.6
"2018-05-03 12:30:00",1242,1509,883
"2018-05-03 12:45:00",1243,1602,963
"2018-05-03 13:00:00",1244,1398,828
"2018-05-03 13:15:00",1245,1098,894
"2018-05-03 13:30:00",1246,1318,1067
"2018-05-03 13:45:00",1247,1026,686.8
"2018-05-03 14:00:00",1248,752.2,478.6
"2018-05-03 14:15:00",1249,686.8,436.7
"2018-05-03 14:30:00",1250,1083,719.2
"2018-05-03 14:45:00",1251,824,510.1
"2018-05-03 15:00:00",1252,799.7,337.6
"2018-05-03 15:15:00",1253,680.5,314.4
"2018-05-03 15:30:00",1254,588.2,489.4
"2018-05-03 15:45:00",1255,400.5,356.1
"2018-05-03 16:00:00",1256,323.1,277
"2018-05-03 16:15:00",1257,257.2,169.3
"2018-05-03 16:30:00",1258,180.4,126
"2018-05-03 16:45:00",1259,123.6,84.3
"2018-05-03 17:00:00",1260,59.93,44.77
"2018-05-03 17:15:00",1261,24.07,18.38
"2018-05-03 17:30:00",1262,5.048,3.886
"2018-05-03 17:45:00",1263,0.388,0.301
"2018-05-03 18:00:00",1264,0.012,0.008
"2018-05-03 18:15:00",1265,0.002,0.001
"2018-05-03 18:30:00",1266,0.003,0.001
"2018-05-03 18:45:00",1267,0.003,0
"2018-05-03 19:00:00",1268,0.002,0
"2018-05-03 19:15:00",1269,0.002,0
"2018-05-03 19:30:00",1270,0.002,0.001
"2018-05-03 19:45:00",1271,0.002,0.001
"2018-05-03 20:00:00",1272,0.002,0
"2018-05-03 20:15:00",1273,0.002,0
"2018-05-03 20:30:00",1274,0.002,0.001
"2018-05-03 20:45:00",1275,0.002,0.001
"2018-05-03 21:00:00",1276,0.002,0
"2018-05-03 21:15:00",1277,0.002,0
"2018-05-03 21:30:00",1278,0.002,0
"2018-05-03 21:45:00",1279,0.003,0
"2018-05-03 22:00:00",1280,0.002,0.001
"2018-05-03 22:15:00",1281,0.002,0.001
"2018-05-03 22:30:00",1282,0.002,0.001
"2018-05-03 22:45:00",1283,0.002,0.001
"2018-05-03 23:00:00",1284,0.002,0.001
"2018-05-03 23:15:00",1285,0.003,0.001
"2018-05-03 23:30:00",1286,0.002,0.001
"2018-05-03 23:45:00",1287,0.002,0.001
"2018-05-04 00:00:00",1288,0.003,0.001
"2018-05-04 00:15:00",1289,0.003,0.001
"2018-05-04 00:30:00",1290,0.002,0.001
"2018-05-04 00:45:00",1291,0.002,0.001
"2018-05-04 01:00:00",1292,0.002,0
"2018-05-04 01:15:00",1293,0.002,0.001
"2018-05-04 01:30:00",1294,0.002,0.001
"2018-05-04 01:45:00",1295,0.002,0.001
"2018-05-04 02:00:00",1296,0.002,0.001
"2018-05-04 02:15:00",1297,0.002,0.001
"2018-05-04 02:30:00",1298,0.003,0.001
"2018-05-04 02:45:00",1299,0.003,0.002
"2018-05-04 03:00:00",1300,0.003,0.002
"2018-05-04 03:15:00",1301,0.003,0.002
"2018-05-04 03:30:00",1302,0.003,0.002
"2018-05-04 03:45:00",1303,0.003,0.001
"2018-05-04 04:00:00",1304,0.003,0.002
"2018-05-04 04:15:00",1305,0.003,0.002
"2018-05-04 04:30:00",1306,0.002,0.001
"2018-05-04 04:45:00",1307,0.002,0.001
"2018-05-04 05:00:00",1308,0.003,0.001
"2018-05-04 05:15:00",1309,0.003,0.001
"2018-05-04 05:30:00",1310,0.003,0.001
"2018-05-04 05:45:00",1311,0.003,0
"2018-05-04 06:00:00",1312,0.003,0.001
"2018-05-04 06:15:00",1313,0.015,0.011
"2018-05-04 06:30:00",1314,0.519,0.411
"2018-05-04 06:45:00",1315,4.8,3.768
"2018-05-04 07:00:00",1316,19.13,14.75
"2018-05-04 07:15:00",1317,47.26,37.23
"2018-05-04 07:30:00",1318,73.8,57.21
"2018-05-04 07:45:00",1319,140.5,108.9
"2018-05-04 08:00:00",1320,205.2,156.5
"2018-05-04 08:15:00",1321,247.3,190.5
"2018-05-04 08:30:00",1322,236.2,175.4
"2018-05-04 08:45:00",1323,362.1,272
"2018-05-04 09:00:00",1324,328.5,224
"2018-05-04 09:15:00",1325,373,235.7
"2018-05-04 09:30:00",1326,541.3,457
"2018-05-04 09:45:00",1327,699.2,642.7
"2018-05-04 10:00:00",1328,851,459.4
"2018-05-04 10:15:00",1329,1046,418.5
"2018-05-04 10:30:00",1330,1195,1253
"2018-05-04 10:45:00",1331,1213,1238
"2018-05-04 11:00:00",1332,789.8,692.3
"2018-05-04 11:15:00",1333,994,966
"2018-05-04 11:30:00",1334,1180,961
"2018-05-04 11:45:00",1335,915,602.4
"2018-05-04 12:00:00",1336,604.9,383.9
"2018-05-04 12:15:00",1337,1375,681.5
"2018-05-04 12:30:00",1338,1475,769.3
"2018-05-04 12:45:00",1339,1194,727.3
"2018-05-04 13:00:00",1340,1057,624.6
"2018-05-04 13:15:00",1341,1310,1035
"2018-05-04 13:30:00",1342,1247,1009
"2018-05-04 13:45:00",1343,1206,742.7
"2018-05-04 14:00:00",1344,1136,531
"2018-05-04 14:15:00",1345,1085,473.3
"2018-05-04 14:30:00",1346,999,608.7
"2018-05-04 14:45:00",1347,925,497.8
"2018-05-04 15:00:00",1348,845,294.1
"2018-05-04 15:15:00",1349,764,246.6
"2018-05-04 15:30:00",1350,673.1,662.8
"2018-05-04 15:45:00",1351,579.8,652.7
"2018-05-04 16:00:00",1352,490.9,400.1
"2018-05-04 16:15:00",1353,390.2,192.3
"2018-05-04 16:30:00",1354,288.4,114.5
"2018-05-04 16:45:00",1355,195.6,117.1
"2018-05-04 17:00:00",1356,111.2,83.3
"2018-05-04 17:15:00",1357,40.14,26.85
"2018-05-04 17:30:00",1358,8.91,6.538
"2018-05-04 17:45:00",1359,0.716,0.516
"2018-05-04 18:00:00",1360,0.024,0.016
"2018-05-04 18:15:00",1361,0.003,0.001
"2018-05-04 18:30:00",1362,0.002,0
"2018-05-04 18:45:00",1363,0.002,0
"2018-05-04 19:00:00",1364,0.002,0
"2018-05-04 19:15:00",1365,0.002,0
"2018-05-04 19:30:00",1366,0.002,0
"2018-05-04 19:45:00",1367,0.002,0
"2018-05-04 20:00:00",1368,0.002,0
"2018-05-04 20:15:00",1369,0.002,0
"2018-05-04 20:30:00",1370,0.002,0
"2018-05-04 20:45:00",1371,0.002,0
"2018-05-04 21:00:00",1372,0.001,0
"2018-05-04 21:15:00",1373,0.001,0
"2018-05-04 21:30:00",1374,0.001,0.001
"2018-05-04 21:45:00",1375,0.001,0
"2018-05-04 22:00:00",1376,0.001,0
"2018-05-04 22:15:00",1377,0.002,0
"2018-05-04 22:30:00",1378,0.002,0
"2018-05-04 22:45:00",1379,0.002,0
"2018-05-04 23:00:00",1380,0.001,0.001
"2018-05-04 23:15:00",1381,0.001,0
"2018-05-04 23:30:00",1382,0.001,0
"2018-05-04 23:45:00",1383,0.002,0
"2018-05-05 00:00:00",1384,0.001,0.001
"2018-05-05 00:15:00",1385,0.001,0.002
"2018-05-05 00:30:00",1386,0.001,0.001
"2018-05-05 00:45:00",1387,0.002,0.001
"2018-05-05 01:00:00",1388,0.002,0.002
"2018-05-05 01:15:00",1389,0.001,0.001
"2018-05-05 01:30:00",1390,0.002,0.001
"2018-05-05 01:45:00",1391,0.002,0.001
"2018-05-05 02:00:00",1392,0.002,0
"2018-05-05 02:15:00",1393,0.002,0
"2018-05-05 02:30:00",1394,0.002,0
"2018-05-05 02:45:00",1395,0.002,0.001
"2018-05-05 03:00:00",1396,0.002,0
"2018-05-05 03:15:00",1397,0.002,0.001
"2018-05-05 03:30:00",1398,0.002,0.001
"2018-05-05 03:45:00",1399,0.002,0.001
"2018-05-05 04:00:00",1400,0.002,0.001
"2018-05-05 04:15:00",1401,0.002,0.001
"2018-05-05 04:30:00",1402,0.002,0.001
"2018-05-05 04:45:00",1403,0.002,0.001
"2018-05-05 05:00:00",1404,0.002,0.001
"2018-05-05 05:15:00",1405,0.002,0.001
"2018-05-05 05:30:00",1406,0.002,0.001
"2018-05-05 05:45:00",1407,0.002,0.001
"2018-05-05 06:00:00",1408,0.003,0.002
"2018-05-05 06:15:00",1409,0.045,0.035
"2018-05-05 06:30:00",1410,1.452,1.12
"2018-05-05 06:45:00",1411,13.75,10.28
"2018-05-05 07:00:00",1412,43.19,32.9
"2018-05-05 07:15:00",1413,108.7,92.1
"2018-05-05 07:30:00",1414,240.4,245.1
"2018-05-05 07:45:00",1415,336.8,331.7
"2018-05-05 08:00:00",1416,431.3,401.1
"2018-05-05 08:15:00",1417,525,483.5
"2018-05-05 08:30:00",1418,620,580.4
"2018-05-05 08:45:00",1419,706,685.4
"2018-05-05 09:00:00",1420,791,419
"2018-05-05 09:15:00",1421,875,283.4
"2018-05-05 09:30:00",1422,952,996
"2018-05-05 09:45:00",1423,1025,1085
"2018-05-05 10:00:00",1424,1090,715.8
"2018-05-05 10:15:00",1425,1150,345.6
"2018-05-05 10:30:00",1426,1203,1276
"2018-05-05 10:45:00",1427,1246,1355
"2018-05-05 11:00:00",1428,1280,1442
"2018-05-05 11:15:00",1429,1308,1506
"2018-05-05 11:30:00",1430,1326,882
"2018-05-05 11:45:00",1431,1338,649.4
"2018-05-05 12:00:00",1432,1345,559.5
"2018-05-05 12:15:00",1433,1347,590.1
"2018-05-05 12:30:00",1434,1339,653.9
"2018-05-05 12:45:00",1435,1319,688.8
"2018-05-05 13:00:00",1436,1294,752.9
"2018-05-05 13:15:00",1437,1263,1059
"2018-05-05 13:30:00",1438,1223,942
"2018-05-05 13:45:00",1439,1174,581.1
"2018-05-05 14:00:00",1440,1119,462.2
"2018-05-05 14:15:00",1441,1058,467.9
"2018-05-05 14:30:00",1442,992,689.8
"2018-05-05 14:45:00",1443,917,404.3
"2018-05-05 15:00:00",1444,834,274.1
"2018-05-05 15:15:00",1445,748.3,294.4
"2018-05-05 15:30:00",1446,658.2,720.7
"2018-05-05 15:45:00",1447,562.6,637
"2018-05-05 16:00:00",1448,466.7,309.2
"2018-05-05 16:15:00",1449,370.1,186.2
"2018-05-05 16:30:00",1450,275.1,110.9
"2018-05-05 16:45:00",1451,183.9,112.3
"2018-05-05 17:00:00",1452,101.8,68.85
"2018-05-05 17:15:00",1453,35.09,24.27
"2018-05-05 17:30:00",1454,7.81,5.734
"2018-05-05 17:45:00",1455,0.582,0.419
"2018-05-05 18:00:00",1456,0.018,0.013
"2018-05-05 18:15:00",1457,0.002,0.001
"2018-05-05 18:30:00",1458,0.001,0
"2018-05-05 18:45:00",1459,0.001,0
"2018-05-05 19:00:00",1460,0.001,0
"2018-05-05 19:15:00",1461,0.001,0
"2018-05-05 19:30:00",1462,0.001,0
"2018-05-05 19:45:00",1463,0,0.001
"2018-05-05 20:00:00",1464,0.001,0
"2018-05-05 20:15:00",1465,0.001,0
"2018-05-05 20:30:00",1466,0.001,0
"2018-05-05 20:45:00",1467,0.001,0
"2018-05-05 21:00:00",1468,0,0
"2018-05-05 21:15:00",1469,0,0
"2018-05-05 21:30:00",1470,0.001,0
"2018-05-05 21:45:00",1471,0.001,0
"2018-05-05 22:00:00",1472,0.001,0
"2018-05-05 22:15:00",1473,0.001,0
"2018-05-05 22:30:00",1474,0.001,0
"2018-05-05 22:45:00",1475,0.001,0
"2018-05-05 23:00:00",1476,0.001,0.001
"2018-05-05 23:15:00",1477,0.001,0.001
"2018-05-05 23:30:00",1478,0,0.001
"2018-05-05 23:45:00",1479,0,0.001
"2018-05-06 00:00:00",1480,0.001,0.001
"2018-05-06 00:15:00",1481,0,0.001
"2018-05-06 00:30:00",1482,0,0.001
"2018-05-06 00:45:00",1483,0.001,0
"2018-05-06 01:00:00",1484,0.001,0.001
"2018-05-06 01:15:00",1485,0.001,0.001
"2018-05-06 01:30:00",1486,0.001,0.001
"2018-05-06 01:45:00",1487,0.002,0
"2018-05-06 02:00:00",1488,0.002,0
"2018-05-06 02:15:00",1489,0.002,0
"2018-05-06 02:30:00",1490,0.002,0.001
"2018-05-06 02:45:00",1491,0.002,0.001
"2018-05-06 03:00:00",1492,0.002,0.001
"2018-05-06 03:15:00",1493,0.002,0.001
"2018-05-06 03:30:00",1494,0.002,0.001
