"TOA5","DroughtNet","CR1000","73052","CR1000.Std.28.02","CPU:DryNet20151110.CR1","60679","SoilProfile"
"TIMESTAMP","RECORD","VW_Avg(17)","VW_Avg(18)","VW_Avg(19)","Tsoil_Avg(1)","Tsoil_Avg(2)","Tsoil_Avg(3)"
"TS","RN","","","","C","C","C"
"","","Avg","Avg","Avg","Avg","Avg","Avg"
"2018-05-08 09:15:00",1709,0.033,0.029,0.038,13.41,15.29,17.75
"2018-05-08 09:30:00",1710,0.033,0.029,0.038,13.5,15.28,17.74
"2018-05-08 09:45:00",1711,0.033,0.029,0.038,13.61,15.27,17.73
"2018-05-08 10:00:00",1712,0.033,0.029,0.038,13.73,15.27,17.71
"2018-05-08 10:15:00",1713,0.033,0.029,0.038,13.85,15.27,17.69
"2018-05-08 10:30:00",1714,0.033,0.029,0.038,13.97,15.27,17.67
"2018-05-08 10:45:00",1715,0.033,0.029,0.038,14.11,15.28,17.66
"2018-05-08 11:00:00",1716,0.033,0.029,0.038,14.26,15.28,17.64
"2018-05-08 11:15:00",1717,0.033,0.029,0.038,14.42,15.28,17.62
"2018-05-08 11:30:00",1718,0.033,0.029,0.038,14.61,15.3,17.61
"2018-05-08 11:45:00",1719,0.033,0.029,0.038,14.82,15.32,17.6
"2018-05-08 12:00:00",1720,0.033,0.029,0.038,15.04,15.34,17.59
"2018-05-08 12:15:00",1721,0.033,0.029,0.038,15.24,15.37,17.58
"2018-05-08 12:30:00",1722,0.033,0.029,0.038,15.47,15.4,17.57
"2018-05-08 12:45:00",1723,0.033,0.029,0.037,15.71,15.43,17.56
"2018-05-08 13:00:00",1724,0.033,0.029,0.037,15.94,15.47,17.54
"2018-05-08 13:15:00",1725,0.033,0.029,0.037,16.18,15.51,17.53
"2018-05-08 13:30:00",1726,0.033,0.029,0.037,16.4,15.54,17.52
"2018-05-08 13:45:00",1727,0.033,0.029,0.037,16.61,15.59,17.5
"2018-05-08 14:00:00",1728,0.033,0.029,0.037,16.78,15.64,17.5
"2018-05-08 14:15:00",1729,0.033,0.029,0.037,16.92,15.69,17.49
"2018-05-08 14:30:00",1730,0.033,0.029,0.037,17.03,15.74,17.49
"2018-05-08 14:45:00",1731,0.033,0.029,0.037,17.11,15.8,17.49
"2018-05-08 15:00:00",1732,0.033,0.029,0.037,17.19,15.86,17.48
"2018-05-08 15:15:00",1733,0.033,0.029,0.037,17.26,15.92,17.48
"2018-05-08 15:30:00",1734,0.033,0.029,0.037,17.31,15.97,17.48
"2018-05-08 15:45:00",1735,0.033,0.029,0.037,17.35,16.03,17.48
"2018-05-08 16:00:00",1736,0.033,0.029,0.037,17.37,16.09,17.48
"2018-05-08 16:15:00",1737,0.033,0.029,0.037,17.36,16.14,17.49
"2018-05-08 16:30:00",1738,0.033,0.029,0.037,17.34,16.19,17.49
"2018-05-08 16:45:00",1739,0.032,0.029,0.037,17.34,16.23,17.49
"2018-05-08 17:00:00",1740,0.032,0.029,0.037,17.32,16.28,17.49
"2018-05-08 17:15:00",1741,0.033,0.029,0.037,17.26,16.34,17.5
"2018-05-08 17:30:00",1742,0.033,0.029,0.037,17.14,16.38,17.51
"2018-05-08 17:45:00",1743,0.032,0.029,0.037,16.98,16.43,17.53
"2018-05-08 18:00:00",1744,0.032,0.029,0.037,16.8,16.47,17.54
"2018-05-08 18:15:00",1745,0.032,0.029,0.037,16.63,16.51,17.55
"2018-05-08 18:30:00",1746,0.032,0.029,0.037,16.46,16.53,17.56
"2018-05-08 18:45:00",1747,0.032,0.029,0.037,16.31,16.55,17.57
"2018-05-08 19:00:00",1748,0.032,0.029,0.037,16.2,16.56,17.58
"2018-05-08 19:15:00",1749,0.032,0.029,0.037,16.11,16.57,17.59
"2018-05-08 19:30:00",1750,0.032,0.029,0.037,16.03,16.58,17.6
"2018-05-08 19:45:00",1751,0.032,0.029,0.037,15.94,16.59,17.61
"2018-05-08 20:00:00",1752,0.032,0.029,0.037,15.82,16.58,17.62
"2018-05-08 20:15:00",1753,0.032,0.029,0.037,15.71,16.58,17.63
"2018-05-08 20:30:00",1754,0.032,0.029,0.037,15.6,16.58,17.65
"2018-05-08 20:45:00",1755,0.032,0.029,0.037,15.49,16.58,17.66
"2018-05-08 21:00:00",1756,0.032,0.029,0.037,15.38,16.57,17.67
"2018-05-08 21:15:00",1757,0.032,0.029,0.037,15.28,16.56,17.69
"2018-05-08 21:30:00",1758,0.032,0.029,0.037,15.17,16.55,17.7
"2018-05-08 21:45:00",1759,0.032,0.029,0.037,15.07,16.54,17.71
"2018-05-08 22:00:00",1760,0.032,0.029,0.037,14.98,16.53,17.72
"2018-05-08 22:15:00",1761,0.032,0.029,0.037,14.89,16.51,17.73
"2018-05-08 22:30:00",1762,0.032,0.029,0.037,14.79,16.48,17.74
"2018-05-08 22:45:00",1763,0.032,0.029,0.037,14.7,16.47,17.75
"2018-05-08 23:00:00",1764,0.032,0.029,0.037,14.63,16.44,17.76
"2018-05-08 23:15:00",1765,0.032,0.029,0.037,14.55,16.42,17.77
"2018-05-08 23:30:00",1766,0.032,0.029,0.037,14.49,16.4,17.78
"2018-05-08 23:45:00",1767,0.032,0.029,0.037,14.41,16.38,17.79
"2018-05-09 00:00:00",1768,0.032,0.029,0.037,14.32,16.36,17.79
"2018-05-09 00:15:00",1769,0.032,0.029,0.038,14.23,16.33,17.8
"2018-05-09 00:30:00",1770,0.032,0.029,0.037,14.15,16.31,17.8
"2018-05-09 00:45:00",1771,0.032,0.029,0.037,14.06,16.28,17.81
"2018-05-09 01:00:00",1772,0.032,0.029,0.037,13.97,16.26,17.81
"2018-05-09 01:15:00",1773,0.032,0.029,0.037,13.91,16.22,17.82
"2018-05-09 01:30:00",1774,0.032,0.029,0.037,13.85,16.2,17.82
"2018-05-09 01:45:00",1775,0.032,0.029,0.038,13.81,16.17,17.83
"2018-05-09 02:00:00",1776,0.032,0.029,0.037,13.75,16.14,17.83
"2018-05-09 02:15:00",1777,0.032,0.029,0.037,13.67,16.12,17.83
"2018-05-09 02:30:00",1778,0.032,0.029,0.037,13.6,16.08,17.83
"2018-05-09 02:45:00",1779,0.031,0.029,0.037,13.54,16.06,17.84
"2018-05-09 03:00:00",1780,0.031,0.029,0.037,13.47,16.03,17.84
"2018-05-09 03:15:00",1781,0.031,0.029,0.038,13.41,16.01,17.84
"2018-05-09 03:30:00",1782,0.031,0.029,0.037,13.35,15.98,17.84
"2018-05-09 03:45:00",1783,0.032,0.029,0.038,13.29,15.95,17.84
"2018-05-09 04:00:00",1784,0.032,0.029,0.038,13.21,15.92,17.84
"2018-05-09 04:15:00",1785,0.032,0.029,0.037,13.14,15.89,17.83
"2018-05-09 04:30:00",1786,0.032,0.029,0.037,13.07,15.86,17.83
"2018-05-09 04:45:00",1787,0.032,0.029,0.037,13.02,15.83,17.83
"2018-05-09 05:00:00",1788,0.031,0.029,0.037,12.99,15.8,17.82
"2018-05-09 05:15:00",1789,0.032,0.029,0.037,13,15.77,17.82
"2018-05-09 05:30:00",1790,0.031,0.029,0.037,13,15.74,17.82
"2018-05-09 05:45:00",1791,0.031,0.029,0.037,12.99,15.71,17.81
"2018-05-09 06:00:00",1792,0.031,0.029,0.037,12.93,15.68,17.81
"2018-05-09 06:15:00",1793,0.031,0.029,0.037,12.86,15.65,17.8
"2018-05-09 06:30:00",1794,0.031,0.029,0.037,12.79,15.62,17.8
"2018-05-09 06:45:00",1795,0.031,0.029,0.037,12.73,15.6,17.79
"2018-05-09 07:00:00",1796,0.031,0.029,0.038,12.68,15.57,17.79
"2018-05-09 07:15:00",1797,0.031,0.029,0.037,12.63,15.54,17.78
"2018-05-09 07:30:00",1798,0.031,0.029,0.037,12.63,15.52,17.77
"2018-05-09 07:45:00",1799,0.031,0.029,0.037,12.67,15.49,17.76
"2018-05-09 08:00:00",1800,0.031,0.029,0.037,12.78,15.46,17.75
"2018-05-09 08:15:00",1801,0.031,0.029,0.037,12.93,15.43,17.73
"2018-05-09 08:30:00",1802,0.031,0.029,0.037,13.07,15.4,17.72
"2018-05-09 08:45:00",1803,0.031,0.029,0.037,13.21,15.37,17.71
"2018-05-09 09:00:00",1804,0.031,0.029,0.037,13.34,15.35,17.69
"2018-05-09 09:15:00",1805,0.031,0.029,0.037,13.5,15.34,17.68
"2018-05-09 09:30:00",1806,0.031,0.029,0.037,13.7,15.33,17.66
"2018-05-09 09:45:00",1807,0.031,0.029,0.037,13.91,15.33,17.64
"2018-05-09 10:00:00",1808,0.031,0.029,0.037,14.13,15.32,17.63
"2018-05-09 10:15:00",1809,0.031,0.029,0.037,14.37,15.32,17.62
"2018-05-09 10:30:00",1810,0.031,0.029,0.037,14.6,15.33,17.6
"2018-05-09 10:45:00",1811,0.031,0.029,0.037,14.82,15.35,17.59
"2018-05-09 11:00:00",1812,0.031,0.029,0.037,15.07,15.37,17.58
"2018-05-09 11:15:00",1813,0.031,0.029,0.037,15.32,15.4,17.57
"2018-05-09 11:30:00",1814,0.031,0.029,0.037,15.56,15.43,17.56
"2018-05-09 11:45:00",1815,0.031,0.029,0.037,15.81,15.46,17.55
"2018-05-09 12:00:00",1816,0.031,0.029,0.037,16.03,15.5,17.54
"2018-05-09 12:15:00",1817,0.031,0.029,0.037,16.26,15.54,17.52
"2018-05-09 12:30:00",1818,0.031,0.029,0.037,16.45,15.59,17.51
"2018-05-09 12:45:00",1819,0.031,0.029,0.037,16.63,15.63,17.5
"2018-05-09 13:00:00",1820,0.031,0.029,0.037,16.79,15.68,17.48
"2018-05-09 13:15:00",1821,0.031,0.029,0.037,16.95,15.73,17.48
"2018-05-09 13:30:00",1822,0.031,0.029,0.037,17.09,15.77,17.47
"2018-05-09 13:45:00",1823,0.031,0.029,0.037,17.22,15.83,17.46
"2018-05-09 14:00:00",1824,0.031,0.029,0.037,17.34,15.89,17.46
"2018-05-09 14:15:00",1825,0.031,0.029,0.037,17.45,15.94,17.46
"2018-05-09 14:30:00",1826,0.031,0.029,0.037,17.55,16,17.45
"2018-05-09 14:45:00",1827,0.031,0.029,0.037,17.64,16.06,17.45
"2018-05-09 15:00:00",1828,0.031,0.029,0.037,17.72,16.11,17.45
"2018-05-09 15:15:00",1829,0.031,0.029,0.037,17.78,16.17,17.45
"2018-05-09 15:30:00",1830,0.031,0.029,0.037,17.82,16.23,17.46
"2018-05-09 15:45:00",1831,0.031,0.029,0.037,17.86,16.28,17.46
"2018-05-09 16:00:00",1832,0.031,0.029,0.037,17.87,16.33,17.46
"2018-05-09 16:15:00",1833,0.031,0.029,0.037,17.88,16.39,17.46
"2018-05-09 16:30:00",1834,0.031,0.029,0.037,17.88,16.44,17.47
"2018-05-09 16:45:00",1835,0.031,0.029,0.037,17.85,16.49,17.48
"2018-05-09 17:00:00",1836,0.031,0.029,0.037,17.81,16.53,17.48
"2018-05-09 17:15:00",1837,0.031,0.029,0.037,17.74,16.58,17.49
"2018-05-09 17:30:00",1838,0.031,0.029,0.037,17.63,16.63,17.5
"2018-05-09 17:45:00",1839,0.031,0.029,0.037,17.48,16.67,17.52
"2018-05-09 18:00:00",1840,0.031,0.029,0.037,17.29,16.71,17.54
"2018-05-09 18:15:00",1841,0.031,0.029,0.037,17.09,16.75,17.56
"2018-05-09 18:30:00",1842,0.031,0.029,0.037,16.9,16.78,17.57
"2018-05-09 18:45:00",1843,0.031,0.029,0.037,16.72,16.8,17.58
"2018-05-09 19:00:00",1844,0.031,0.029,0.037,16.54,16.81,17.59
"2018-05-09 19:15:00",1845,0.031,0.029,0.037,16.4,16.82,17.6
"2018-05-09 19:30:00",1846,0.03,0.029,0.037,16.26,16.83,17.62
"2018-05-09 19:45:00",1847,0.03,0.029,0.037,16.13,16.83,17.63
"2018-05-09 20:00:00",1848,0.03,0.029,0.037,16.03,16.83,17.64
"2018-05-09 20:15:00",1849,0.03,0.029,0.037,15.95,16.83,17.66
"2018-05-09 20:30:00",1850,0.03,0.029,0.037,15.87,16.82,17.67
"2018-05-09 20:45:00",1851,0.03,0.029,0.037,15.79,16.81,17.68
"2018-05-09 21:00:00",1852,0.03,0.029,0.037,15.72,16.8,17.7
"2018-05-09 21:15:00",1853,0.03,0.029,0.037,15.63,16.78,17.71
"2018-05-09 21:30:00",1854,0.03,0.029,0.037,15.54,16.77,17.72
"2018-05-09 21:45:00",1855,0.03,0.029,0.037,15.43,16.75,17.74
"2018-05-09 22:00:00",1856,0.03,0.029,0.037,15.33,16.74,17.75
"2018-05-09 22:15:00",1857,0.03,0.029,0.037,15.24,16.72,17.76
"2018-05-09 22:30:00",1858,0.03,0.029,0.037,15.14,16.71,17.77
"2018-05-09 22:45:00",1859,0.03,0.029,0.037,15.02,16.69,17.78
"2018-05-09 23:00:00",1860,0.03,0.029,0.037,14.89,16.67,17.79
"2018-05-09 23:15:00",1861,0.03,0.029,0.037,14.75,16.65,17.81
"2018-05-09 23:30:00",1862,0.03,0.029,0.037,14.63,16.63,17.81
"2018-05-09 23:45:00",1863,0.03,0.029,0.037,14.52,16.6,17.82
"2018-05-10 00:00:00",1864,0.03,0.029,0.037,14.41,16.58,17.83
"2018-05-10 00:15:00",1865,0.03,0.029,0.037,14.3,16.55,17.84
"2018-05-10 00:30:00",1866,0.03,0.029,0.037,14.2,16.53,17.84
"2018-05-10 00:45:00",1867,0.03,0.029,0.037,14.09,16.5,17.85
"2018-05-10 01:00:00",1868,0.03,0.029,0.037,14.01,16.46,17.86
"2018-05-10 01:15:00",1869,0.03,0.03,0.037,13.93,16.43,17.87
"2018-05-10 01:30:00",1870,0.03,0.03,0.037,13.85,16.39,17.87
"2018-05-10 01:45:00",1871,0.03,0.03,0.037,13.77,16.37,17.87
"2018-05-10 02:00:00",1872,0.03,0.03,0.037,13.72,16.33,17.87
"2018-05-10 02:15:00",1873,0.03,0.03,0.037,13.68,16.29,17.88
"2018-05-10 02:30:00",1874,0.03,0.03,0.037,13.65,16.26,17.88
"2018-05-10 02:45:00",1875,0.03,0.03,0.037,13.62,16.23,17.88
"2018-05-10 03:00:00",1876,0.03,0.03,0.037,13.58,16.19,17.88
"2018-05-10 03:15:00",1877,0.03,0.03,0.037,13.55,16.16,17.88
"2018-05-10 03:30:00",1878,0.03,0.03,0.037,13.55,16.13,17.88
"2018-05-10 03:45:00",1879,0.03,0.03,0.037,13.55,16.09,17.88
"2018-05-10 04:00:00",1880,0.03,0.03,0.037,13.54,16.07,17.87
"2018-05-10 04:15:00",1881,0.03,0.03,0.037,13.5,16.04,17.87
"2018-05-10 04:30:00",1882,0.03,0.03,0.037,13.47,16.01,17.87
"2018-05-10 04:45:00",1883,0.03,0.03,0.037,13.44,15.98,17.86
"2018-05-10 05:00:00",1884,0.03,0.03,0.037,13.41,15.96,17.86
"2018-05-10 05:15:00",1885,0.03,0.03,0.037,13.38,15.93,17.86
"2018-05-10 05:30:00",1886,0.03,0.03,0.037,13.35,15.91,17.86
"2018-05-10 05:45:00",1887,0.03,0.03,0.037,13.32,15.88,17.85
"2018-05-10 06:00:00",1888,0.03,0.03,0.037,13.29,15.86,17.84
"2018-05-10 06:15:00",1889,0.03,0.03,0.037,13.25,15.83,17.83
"2018-05-10 06:30:00",1890,0.03,0.03,0.037,13.23,15.81,17.83
"2018-05-10 06:45:00",1891,0.03,0.03,0.037,13.21,15.78,17.82
"2018-05-10 07:00:00",1892,0.03,0.03,0.037,13.17,15.76,17.82
"2018-05-10 07:15:00",1893,0.03,0.03,0.037,13.13,15.74,17.81
"2018-05-10 07:30:00",1894,0.03,0.03,0.037,13.1,15.71,17.8
"2018-05-10 07:45:00",1895,0.03,0.03,0.037,13.12,15.69,17.79
"2018-05-10 08:00:00",1896,0.03,0.03,0.037,13.19,15.66,17.78
"2018-05-10 08:15:00",1897,0.03,0.03,0.037,13.28,15.64,17.76
"2018-05-10 08:30:00",1898,0.03,0.03,0.037,13.4,15.62,17.76
"2018-05-10 08:45:00",1899,0.03,0.03,0.037,13.53,15.59,17.74
"2018-05-10 09:00:00",1900,0.03,0.03,0.037,13.64,15.57,17.72
"2018-05-10 09:15:00",1901,0.03,0.03,0.037,13.74,15.55,17.71
"2018-05-10 09:30:00",1902,0.03,0.03,0.037,13.85,15.54,17.7
"2018-05-10 09:45:00",1903,0.03,0.03,0.037,13.94,15.54,17.69
"2018-05-10 10:00:00",1904,0.03,0.03,0.037,14.04,15.53,17.67
"2018-05-10 10:15:00",1905,0.03,0.03,0.037,14.19,15.52,17.65
"2018-05-10 10:30:00",1906,0.03,0.03,0.037,14.48,15.52,17.63
"2018-05-10 10:45:00",1907,0.03,0.03,0.037,14.83,15.52,17.62
"2018-05-10 11:00:00",1908,0.03,0.03,0.037,15.16,15.53,17.6
"2018-05-10 11:15:00",1909,0.03,0.03,0.037,15.47,15.54,17.59
"2018-05-10 11:30:00",1910,0.03,0.03,0.037,15.76,15.57,17.59
"2018-05-10 11:45:00",1911,0.03,0.03,0.037,16.02,15.59,17.57
"2018-05-10 12:00:00",1912,0.03,0.03,0.037,16.24,15.62,17.56
"2018-05-10 12:15:00",1913,0.03,0.03,0.037,16.46,15.66,17.55
"2018-05-10 12:30:00",1914,0.03,0.03,0.037,16.65,15.69,17.54
"2018-05-10 12:45:00",1915,0.03,0.03,0.037,16.77,15.74,17.53
"2018-05-10 13:00:00",1916,0.03,0.03,0.037,16.84,15.79,17.52
"2018-05-10 13:15:00",1917,0.03,0.03,0.037,16.94,15.84,17.52
"2018-05-10 13:30:00",1918,0.03,0.03,0.037,17.07,15.89,17.51
"2018-05-10 13:45:00",1919,0.03,0.03,0.037,17.23,15.94,17.5
"2018-05-10 14:00:00",1920,0.03,0.03,0.037,17.37,15.99,17.5
"2018-05-10 14:15:00",1921,0.03,0.03,0.037,17.49,16.04,17.49
"2018-05-10 14:30:00",1922,0.03,0.03,0.037,17.58,16.09,17.49
"2018-05-10 14:45:00",1923,0.03,0.03,0.037,17.64,16.15,17.49
"2018-05-10 15:00:00",1924,0.03,0.03,0.037,17.65,16.2,17.49
"2018-05-10 15:15:00",1925,0.03,0.03,0.037,17.7,16.25,17.48
"2018-05-10 15:30:00",1926,0.03,0.03,0.037,17.72,16.3,17.49
"2018-05-10 15:45:00",1927,0.03,0.03,0.037,17.72,16.35,17.49
"2018-05-10 16:00:00",1928,0.03,0.03,0.037,17.72,16.39,17.49
"2018-05-10 16:15:00",1929,0.03,0.03,0.037,17.7,16.44,17.5
"2018-05-10 16:30:00",1930,0.03,0.03,0.036,17.66,16.5,17.51
"2018-05-10 16:45:00",1931,0.03,0.03,0.037,17.62,16.53,17.51
"2018-05-10 17:00:00",1932,0.03,0.03,0.036,17.56,16.58,17.52
"2018-05-10 17:15:00",1933,0.03,0.03,0.036,17.5,16.62,17.53
"2018-05-10 17:30:00",1934,0.03,0.03,0.036,17.41,16.66,17.54
"2018-05-10 17:45:00",1935,0.03,0.03,0.036,17.3,16.69,17.55
"2018-05-10 18:00:00",1936,0.03,0.03,0.036,17.19,16.72,17.57
"2018-05-10 18:15:00",1937,0.03,0.03,0.036,17.07,16.74,17.57
"2018-05-10 18:30:00",1938,0.03,0.03,0.036,16.95,16.77,17.58
"2018-05-10 18:45:00",1939,0.03,0.03,0.036,16.82,16.78,17.59
"2018-05-10 19:00:00",1940,0.03,0.03,0.036,16.7,16.79,17.6
"2018-05-10 19:15:00",1941,0.03,0.03,0.036,16.58,16.81,17.61
"2018-05-10 19:30:00",1942,0.03,0.03,0.036,16.46,16.81,17.62
"2018-05-10 19:45:00",1943,0.03,0.03,0.036,16.34,16.82,17.63
"2018-05-10 20:00:00",1944,0.03,0.03,0.037,16.22,16.82,17.64
"2018-05-10 20:15:00",1945,0.03,0.03,0.036,16.09,16.83,17.65
"2018-05-10 20:30:00",1946,0.03,0.03,0.037,15.97,16.83,17.66
"2018-05-10 20:45:00",1947,0.03,0.03,0.037,15.82,16.82,17.68
"2018-05-10 21:00:00",1948,0.03,0.029,0.037,15.65,16.82,17.69
"2018-05-10 21:15:00",1949,0.03,0.03,0.037,15.45,16.81,17.71
"2018-05-10 21:30:00",1950,0.029,0.03,0.037,15.29,16.81,17.73
"2018-05-10 21:45:00",1951,0.029,0.03,0.037,15.18,16.79,17.74
"2018-05-10 22:00:00",1952,0.029,0.029,0.037,15.08,16.77,17.75
"2018-05-10 22:15:00",1953,0.029,0.029,0.037,15,16.75,17.76
"2018-05-10 22:30:00",1954,0.029,0.029,0.037,14.93,16.72,17.76
"2018-05-10 22:45:00",1955,0.029,0.029,0.037,14.87,16.7,17.77
"2018-05-10 23:00:00",1956,0.029,0.03,0.037,14.82,16.68,17.78
"2018-05-10 23:15:00",1957,0.029,0.029,0.037,14.78,16.65,17.78
"2018-05-10 23:30:00",1958,0.029,0.029,0.037,14.73,16.63,17.79
"2018-05-10 23:45:00",1959,0.029,0.029,0.037,14.68,16.6,17.8
"2018-05-11 00:00:00",1960,0.029,0.029,0.037,14.64,16.58,17.81
"2018-05-11 00:15:00",1961,0.03,0.029,0.037,14.6,16.55,17.81
"2018-05-11 00:30:00",1962,0.029,0.029,0.037,14.57,16.53,17.82
"2018-05-11 00:45:00",1963,0.029,0.029,0.037,14.5,16.51,17.82
"2018-05-11 01:00:00",1964,0.029,0.029,0.037,14.41,16.48,17.82
"2018-05-11 01:15:00",1965,0.029,0.029,0.037,14.32,16.46,17.83
"2018-05-11 01:30:00",1966,0.029,0.029,0.037,14.26,16.44,17.83
"2018-05-11 01:45:00",1967,0.029,0.029,0.037,14.2,16.41,17.84
"2018-05-11 02:00:00",1968,0.029,0.029,0.037,14.18,16.38,17.84
"2018-05-11 02:15:00",1969,0.029,0.029,0.037,14.16,16.35,17.83
"2018-05-11 02:30:00",1970,0.029,0.029,0.037,14.14,16.33,17.83
"2018-05-11 02:45:00",1971,0.029,0.029,0.037,14.11,16.3,17.83
"2018-05-11 03:00:00",1972,0.029,0.029,0.037,14.09,16.28,17.83
"2018-05-11 03:15:00",1973,0.029,0.029,0.037,14.06,16.25,17.83
"2018-05-11 03:30:00",1974,0.029,0.029,0.037,14.03,16.23,17.83
"2018-05-11 03:45:00",1975,0.029,0.029,0.037,14,16.2,17.83
"2018-05-11 04:00:00",1976,0.029,0.029,0.037,13.96,16.19,17.83
"2018-05-11 04:15:00",1977,0.029,0.029,0.037,13.92,16.16,17.83
"2018-05-11 04:30:00",1978,0.029,0.029,0.037,13.87,16.14,17.82
"2018-05-11 04:45:00",1979,0.029,0.029,0.037,13.8,16.13,17.82
"2018-05-11 05:00:00",1980,0.029,0.029,0.037,13.73,16.1,17.82
"2018-05-11 05:15:00",1981,0.029,0.029,0.037,13.67,16.08,17.82
"2018-05-11 05:30:00",1982,0.029,0.029,0.037,13.57,16.06,17.81
"2018-05-11 05:45:00",1983,0.029,0.029,0.037,13.46,16.04,17.81
"2018-05-11 06:00:00",1984,0.029,0.029,0.037,13.41,16.01,17.81
"2018-05-11 06:15:00",1985,0.029,0.029,0.037,13.38,15.99,17.8
"2018-05-11 06:30:00",1986,0.029,0.029,0.037,13.3,15.97,17.8
"2018-05-11 06:45:00",1987,0.029,0.029,0.037,13.19,15.94,17.8
"2018-05-11 07:00:00",1988,0.029,0.029,0.037,13.06,15.92,17.8
"2018-05-11 07:15:00",1989,0.029,0.029,0.037,12.97,15.89,17.79
"2018-05-11 07:30:00",1990,0.029,0.029,0.037,12.94,15.86,17.78
"2018-05-11 07:45:00",1991,0.029,0.029,0.037,12.97,15.83,17.77
"2018-05-11 08:00:00",1992,0.029,0.029,0.037,13.05,15.8,17.76
"2018-05-11 08:15:00",1993,0.029,0.029,0.037,13.14,15.76,17.74
"2018-05-11 08:30:00",1994,0.029,0.029,0.037,13.22,15.73,17.73
"2018-05-11 08:45:00",1995,0.029,0.029,0.037,13.35,15.7,17.72
"2018-05-11 09:00:00",1996,0.029,0.029,0.037,13.51,15.67,17.71
"2018-05-11 09:15:00",1997,0.029,0.029,0.037,13.64,15.65,17.69
"2018-05-11 09:30:00",1998,0.029,0.029,0.037,13.78,15.63,17.68
"2018-05-11 09:45:00",1999,0.029,0.029,0.037,13.9,15.61,17.67
"2018-05-11 10:00:00",2000,0.029,0.029,0.037,14.03,15.6,17.66
"2018-05-11 10:15:00",2001,0.029,0.029,0.036,14.21,15.6,17.64
"2018-05-11 10:30:00",2002,0.029,0.029,0.036,14.4,15.59,17.63
"2018-05-11 10:45:00",2003,0.029,0.029,0.036,14.55,15.59,17.62
"2018-05-11 11:00:00",2004,0.029,0.029,0.036,14.68,15.6,17.61
"2018-05-11 11:15:00",2005,0.029,0.029,0.036,14.83,15.6,17.6
"2018-05-11 11:30:00",2006,0.029,0.029,0.036,14.95,15.62,17.59
"2018-05-11 11:45:00",2007,0.029,0.029,0.036,15.03,15.63,17.58
"2018-05-11 12:00:00",2008,0.029,0.029,0.036,15.19,15.64,17.57
"2018-05-11 12:15:00",2009,0.029,0.029,0.036,15.34,15.65,17.55
"2018-05-11 12:30:00",2010,0.029,0.029,0.036,15.49,15.67,17.55
"2018-05-11 12:45:00",2011,0.029,0.029,0.036,15.66,15.69,17.53
"2018-05-11 13:00:00",2012,0.029,0.029,0.036,15.81,15.72,17.52
"2018-05-11 13:15:00",2013,0.029,0.029,0.036,15.9,15.74,17.52
"2018-05-11 13:30:00",2014,0.029,0.029,0.036,15.98,15.77,17.51
"2018-05-11 13:45:00",2015,0.029,0.029,0.036,16.05,15.8,17.5
"2018-05-11 14:00:00",2016,0.029,0.029,0.036,16.09,15.82,17.49
"2018-05-11 14:15:00",2017,0.029,0.029,0.036,16.15,15.85,17.49
"2018-05-11 14:30:00",2018,0.029,0.029,0.036,16.24,15.88,17.47
"2018-05-11 14:45:00",2019,0.029,0.029,0.036,16.32,15.92,17.47
"2018-05-11 15:00:00",2020,0.029,0.029,0.036,16.32,15.95,17.47
"2018-05-11 15:15:00",2021,0.029,0.029,0.036,16.26,15.98,17.47
"2018-05-11 15:30:00",2022,0.029,0.029,0.036,16.19,16.01,17.47
"2018-05-11 15:45:00",2023,0.029,0.029,0.036,16.15,16.04,17.47
"2018-05-11 16:00:00",2024,0.029,0.029,0.036,16.11,16.07,17.47
"2018-05-11 16:15:00",2025,0.029,0.029,0.036,16.06,16.09,17.47
"2018-05-11 16:30:00",2026,0.029,0.029,0.036,15.99,16.12,17.46
"2018-05-11 16:45:00",2027,0.029,0.028,0.036,15.91,16.14,17.47
"2018-05-11 17:00:00",2028,0.029,0.028,0.036,15.81,16.16,17.48
"2018-05-11 17:15:00",2029,0.029,0.028,0.036,15.7,16.18,17.48
"2018-05-11 17:30:00",2030,0.029,0.029,0.036,15.57,16.2,17.49
"2018-05-11 17:45:00",2031,0.029,0.028,0.036,15.45,16.21,17.49
"2018-05-11 18:00:00",2032,0.029,0.028,0.036,15.33,16.22,17.5
"2018-05-11 18:15:00",2033,0.029,0.028,0.036,15.21,16.23,17.5
"2018-05-11 18:30:00",2034,0.029,0.028,0.036,15.09,16.23,17.51
"2018-05-11 18:45:00",2035,0.029,0.028,0.036,14.95,16.24,17.52
"2018-05-11 19:00:00",2036,0.029,0.028,0.036,14.81,16.24,17.53
"2018-05-11 19:15:00",2037,0.029,0.028,0.036,14.68,16.23,17.54
"2018-05-11 19:30:00",2038,0.029,0.028,0.036,14.59,16.23,17.54
"2018-05-11 19:45:00",2039,0.029,0.028,0.036,14.5,16.22,17.55
"2018-05-11 20:00:00",2040,0.029,0.028,0.036,14.4,16.21,17.55
"2018-05-11 20:15:00",2041,0.029,0.028,0.036,14.29,16.2,17.56
"2018-05-11 20:30:00",2042,0.028,0.028,0.036,14.22,16.18,17.56
"2018-05-11 20:45:00",2043,0.028,0.028,0.036,14.18,16.16,17.57
"2018-05-11 21:00:00",2044,0.028,0.028,0.036,14.15,16.15,17.57
"2018-05-11 21:15:00",2045,0.028,0.028,0.036,14.13,16.13,17.58
